"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17"
"T1_AnnularAvg",-0.0347584825443906,-0.13434448610851,-0.000110512025522648,0.0754426946899479,0.00539879406053235,-0.00230917105302769,0.0865107692703173,0.0600483731070454,0.0216286742156451,0.0224366569822178,-0.0126609867471458,-0.0494955414062527,-0.00882529698235135,-0.0481280187681723,0.0256692921017141,0.0156753103383545,-0.126621404522775
"T1_AnnularKurtosis",-0.0169935967701553,-0.0951757202001335,0.0125545740714085,0.0751454134300019,-0.00892618293743957,-0.0725239635896863,0.127975238677261,0.0769427969634932,-0.0313978120888318,-0.0489417931352592,0.016916464418767,-0.057122132806688,-0.0876331428819943,-0.0587874426214899,0.0386782181951012,-0.0738345297180061,0.013032928888337
"T1_AnnularMaxBin",0.00832522009779749,-0.103839513394531,-0.00799668628344349,0.0804747480085131,-0.013190977376658,-0.0102607172286073,0.00500923467685881,0.0639595788588865,-0.00299746404736188,0.0899172693773213,-0.0663559755163409,0.00930963686569945,0.110679199752753,0.0906382571867173,0.061861948873695,0.21473544131778,0.321961632028462
"T1_AnnularMaxVal",-0.0145832344597125,-0.0466733170306431,0.0453944335003796,0.11399386898179,0.0200692069430557,0.00632216741252648,0.110264884678245,0.02003150670799,0.0017579753943821,-0.150772939921781,-0.0505032762625818,0.0806893629547812,-0.100169104624049,0.0534794822138159,0.0907207433561467,0.00704139016268326,-0.0601730426584308
"T1_AnnularMinBin",-0.0412033783762253,-0.0176970711504189,-0.071268541948432,0.0504138160319789,0.121718899034376,-0.0988044255803718,-0.0858409621623399,-0.0170456916589554,-0.0286047107898464,0.00652924474947433,0.0663616872145879,-0.102771358025361,-0.0105545695747529,-0.0415937526126682,-0.0660235008204437,0.0439848505205605,-0.0684506520656915
"T1_AnnularMinVal",0.0476119474675145,0.0792604400192658,0.0162517533526351,-0.10675523678003,-0.058620452972111,0.0357042387329702,-0.0219927244482082,-0.00933131574831617,0.0195537685621782,0.0999646961744673,-0.0877596769864487,0.0799997810596895,0.0938300428774843,0.0171980610088149,0.082261651947109,0.0762718690776135,-0.108595669596486
"T1_AnnularSd",0.0328714122221397,0.0352242528220837,-0.0701633843940138,-0.036652325625031,0.0287256470241754,-0.00334873483102884,-0.159204084905699,-0.0623098849424987,-0.0711013270916124,0.0608503902101842,-0.0962910413642672,0.0414275161523602,0.105455743142109,0.0443845506483586,0.0351525088467037,0.111732698658076,0.0617178014454893
"T1_AnnularSkewnes",-0.0196062005211985,-0.092494835892219,-0.0096536689572679,0.110683006241447,0.0464843049501566,-0.0771865834240664,0.0554307226961516,0.0255588721438772,-0.11525461783787,-0.0253809115155026,-0.0108785197264797,-0.0276815680516254,-0.0604847433367733,-0.0788698174547646,0.0723503033394473,0.017057674129584,-0.0851383479369558
"T1_Entr.Dist.1.m.",0.000199712929057523,-0.0156624414827736,0.00831954472076264,0.0252270770137253,-0.207754063128831,0.00102490441583166,-0.0306486325724018,0.0028769435951555,0.0409517971392164,-0.0204406694069175,0.0588240458682068,0.0916278036874902,0.0369931479902737,0.0674115688931159,0.0182893297467704,0.0294781491007358,-0.0809634362701428
"T1_Linearity",0.00207832577159056,-0.115094018571832,0.0129847123382363,0.0609412890973127,0.0306493555764227,-0.0313824316674456,-0.00831036090391408,0.107769844157966,0.00802705566384201,-0.139742291199263,0.0120550597588627,0.108876369305124,-0.0508215088300876,0.000214244531112273,0.040358806614624,-0.0224025894666894,-0.0203157790982222
"T1_Max50.RngHiBin",-0.0332492589602268,0.0414156175939931,0.0714659625173416,0.00981383313849978,0.12232025330383,-0.141647577480991,-0.00669004991871052,-0.0221363596140417,0.0264915632210376,0.0022936229762376,0.0706788818661022,0.0554785960514358,-0.0195972305561498,-0.0203478776553203,0.092496625120602,0.0265806938389912,-0.0117764748367445
"T1_Max50.RngLoBin",-0.0353483400831829,0.00279576972982098,0.0745784031591294,-0.0292968366694677,0.155774899054981,-0.11654392917084,-0.0162899037578333,-0.00568911070635572,-0.018229315781085,-0.00159457447991504,0.0268184524572624,0.0291636293641869,-0.0269115536902812,-0.0200853567916609,0.083415044788676,0.0739776452164643,0.137065869634801
"T1_MaxPathAvoid",0.041358871915385,0.0439960377161505,-0.0760907910255997,-0.030830848536346,0.100759297993274,-0.0277224068936261,-0.053155528480487,0.0274223894580955,0.0965268882782876,0.137808152714099,-0.0206844300009557,-0.0524110607048997,-0.0400474066990441,-0.0330938366327262,-0.134576705614435,0.0878120661104322,-0.0326681986782667
"T1_MaxTimeAvoid",-0.0186877998967093,0.0559463339229789,-0.00434695521159114,-0.0440266168908435,0.142669559445535,0.0315596000152886,0.0313990405634148,0.0498264110996339,0.00527095605243642,0.15378807306226,-0.0803734054554154,-0.0190316515471414,-0.0721292635718637,-0.0169365309408456,-0.0259198059341805,-0.138352727837181,0.0839889098520783
"T1_Min50.RngHiBin",-0.0243539378311781,0.0234652739420507,0.0814233369177048,-0.0707888905810799,0.128505345392627,-0.101012368474377,-0.034181411382485,-0.00355531733724644,0.0148665759279941,0.0353887950308565,-0.0138638718688957,0.0388733124740032,-0.0825855997631808,-0.0800175725067008,0.102409531370844,0.0550109415282791,-0.0844038308961198
"T1_Min50.RngLoBin",-0.0280623327730537,0.0554522124450104,0.0748619982471173,-0.0257682783528025,0.103933507344925,-0.134208485302315,-0.0205703893944207,-0.0183439986013153,0.0424105519575059,0.0401505314030222,0.032365338199105,0.0711617724822193,-0.0517068059573203,-0.0741047053379558,0.102688341963476,0.0198704487301712,-0.0137712728518807
"T1_NumEntrances",-0.00478744393302392,-0.0140243317032015,-0.0084313686468455,0.0482704545299416,-0.197389450286771,-0.0218748936747113,-0.0214796465202744,0.0114402582137683,0.0250434281215912,-0.049125193963299,0.0710216145615212,0.0869515278606438,0.0507987603070152,0.0873567231566192,0.00424352128529058,0.0387742826585401,0.00614870922778307
"T1_NumShock",-0.0102998251246576,-0.0238420482289941,-0.0182413503014782,0.0586858392295056,-0.178677429872055,0.0150580815144936,-0.0803795104300183,0.0169458147780172,0.0289429165984771,0.0247707796628295,0.0356008144026838,0.0843734603327671,0.084457818763544,0.101568414321468,0.0524901036332073,0.0161260345570819,0.00274194523496649
"T1_Path1stEntr",-0.0609083262197733,-0.0680909788347156,-0.0507489369155134,0.0162434214657765,0.0787875627087752,-0.0297268799057427,-0.042825029903593,-0.0757094622196129,-0.0187636415941519,0.0836819943111484,-0.0403118697294528,-0.122643277791097,-0.0382879618701039,0.148930075975259,-0.072142761516372,-0.0609144980277856,0.0218746248801346
"T1_Path1stShock",-0.0609083262197733,-0.0680909788347156,-0.0507489369155134,0.0162434214657765,0.0787875627087752,-0.0297268799057427,-0.042825029903593,-0.0757094622196129,-0.0187636415941519,0.0836819943111484,-0.0403118697294528,-0.122643277791097,-0.0382879618701039,0.148930075975259,-0.072142761516372,-0.0609144980277856,0.0218746248801346
"T1_Path2ndEntr",-0.0148929857778271,0.0420139485483128,-0.0309877326699153,0.074793059473836,0.0576319826060901,-0.121698776825458,-0.000307110780669729,0.101855854990482,-0.0314655074609571,-0.031428153168832,0.0457118843350252,0.0647483813595449,0.173138713604158,0.0548724885294861,-0.108525942718429,0.0511486118307142,-0.023360946225627
"T1_PolarAvgVal",-0.00845277604346205,0.0332861463898461,0.0760272372787805,-0.0408870610958036,0.156681255678652,-0.101786583545756,-0.00498282376725299,-0.0387285036406227,0.0208712569967575,-0.0364642967889679,-0.0264483439894013,0.0516593198196835,-0.0296764160278523,-0.0616460078611234,0.0970827010361219,-0.0221626130489925,0.0913068177349756
"T1_PolarMaxBin",-0.0232767123631551,-0.00365385235047693,0.0677991392869234,-0.0761292028806311,0.133080852117674,-0.116797297440442,-0.0653827653326356,-0.000561532770387571,0.027149424078226,-0.0268046918751202,-0.040593708019499,0.0426462902862361,-0.0319962695709259,-0.0520472210635569,-0.00762851268284495,0.0945679286006992,0.0107583378529938
"T1_PolarMaxVal",-0.00811721668215921,-0.0834125875131211,-0.0425569712778261,-0.0629125798649235,0.0280987598796104,0.0910905920926187,0.00358176162457622,0.0575454284920374,-0.109176260472248,-0.0392736189828224,-0.125642940509047,-0.124298633582678,0.0339752436015759,0.0432646676825386,0.0441260211213653,0.0836509131814223,0.0828803251741286
"T1_PolarMinBin",0.0158072867657408,-0.0328495645763528,-0.108731951244445,-0.0945756452739559,-0.0768780069526335,0.0365645861884499,-0.0620509440190255,0.0988919211265177,-0.0352280271546241,-0.0544653058868007,-0.0653416647114818,0.0656223064454282,-0.0041266117455046,-0.0487776571719819,0.0557111246755351,-0.00397023879684902,0.0309615459544178
"T1_PolarMinVal",-0.0101208264545686,0.0418572877787204,-0.0420595117918647,0.085401388337341,-0.0837304918939295,-0.0120457914455572,-0.0581134245468516,-0.0201620119073371,-0.00610987983558244,-0.0970777586615842,0.203805398185213,0.0630526886467192,-0.0860281962751782,0.0582043720576929,-0.00350289253305077,0.0115515454453804,-0.00128343235981654
"T1_PolarSdVal",-0.0191884498768951,0.098816938531941,-0.00944914004256882,0.076907234430885,0.00141062517414818,-0.120283372922343,-0.00454417393652395,-0.0910606429607694,0.0336537364417118,0.0318679782937398,0.113060200028096,0.0387925444839361,0.000130640117225704,0.0472959113214937,-0.0524751845406514,0.0456329161957099,0.0443748475047835
"T1_pTimeCCW",0.0131948442430377,-0.039743466264226,-0.0678270459435445,0.00467062737664888,-0.13436526564545,0.13108847518999,0.0222507259472966,0.0553826578003278,-0.0293192020829974,0.0397230461437498,-0.0092714877871099,-0.123498594650906,0.00942644129756627,-0.00504165623772685,-0.0430089949680877,-0.0120153902112066,0.0439401042538918
"T1_pTimeCW",-0.0157147810933021,0.0876887799871842,0.0236597263612112,0.00732274089874905,0.0767390001483039,-0.16651889189936,-0.0525553287698458,-0.0552467802262448,0.0309746743757687,0.026398432092557,0.0436570015870646,0.021363296490944,-0.0292838758109175,0.029867272356136,0.00244241036694748,0.0423978073147042,-0.027320522800352
"T1_pTimeOPP",-0.00604280694911207,0.000641497231698423,0.080057403147678,-0.0217890394164845,0.157763925441932,-0.0761811520069001,0.0206749022470335,-0.044805807254459,0.0153971389314292,-0.0834633045989708,-0.0167469415569366,0.139478514362179,-0.00839880581797137,-0.0315685911606648,0.0438333031988475,-0.0141818433041964,0.000983210482164582
"T1_pTimeTarget",-0.0101433160974558,-0.0213285646896402,-0.0198710941368065,0.0648508666991531,-0.15132622899141,0.036997856568474,-0.102085455279996,0.0327630379080136,0.0266387530670124,0.0748606482730184,0.00646900789455155,0.0874199007577319,0.0888964351898988,0.114787448469197,0.0785092318972535,0.0183860358138328,0.00719463744313201
"T1_RayleigAngle",-0.00927398785157453,0.048810492858348,0.0611284710039501,-0.0194614009558368,0.139504201060037,-0.145748937312675,-0.0103041000291383,-0.0540295151191965,0.0222512138232784,-0.0122381789746512,0.00886097234081547,0.0599061224728857,-0.0202527916822225,-0.0104254369379522,0.04113992175097,0.0069862087538183,0.0708660559045079
"T1_RayleigLength",0.016278851545323,-0.107131378934154,-0.00505778724736441,-0.0857666708934234,0.0129497297269471,0.106258709669697,-0.00978588356886661,0.0779495630078632,-0.0411062849010729,-0.00915589710408763,-0.119811027649474,-0.0552612687116772,-0.00563463611798635,0.00974798857395958,-0.00768989997114859,-0.0210576561809354,-0.018847682713862
"T1_SdSpeed",-0.00470185257838425,-0.0368100303252621,-0.0680306207097995,0.107242236749967,0.053235619480839,-0.0704454646188351,0.00808681942670386,0.035181014924895,-0.0559083237110486,-0.191372671214002,0.048177732675401,0.0373875898269067,0.00829297554895645,0.0735683577387884,-0.0113421821286118,0.0319018021835034,0.0551226766776142
"T1_Speed.cm.s",-0.00968972385988034,-0.00272334745158818,-0.09246044732244,0.113244049389974,0.0870088203313896,-0.0591550059203455,0.00745722167586713,0.0251951006916592,-0.0580113761217507,-0.114104246462016,0.00677658882105434,-0.0329822662840004,0.0875564018391986,0.0536805445899441,-0.10032467276427,0.0403988618714666,0.10474056506366
"T1_Speed1stEntr.cm.s.",-0.065992961482776,0.0104855926578829,-0.0150593534357143,0.0273452491781334,-0.0311957746266957,0.0981736115921109,0.0709651800158921,-0.153669669986491,0.0242670526927485,-0.0301409868224343,-0.0444899485064177,-0.0429596735039918,-0.0855739785457046,0.00549164610185112,-0.166315121446349,-0.00244876346932753,0.00814133852178352
"T1_Speed2ndEntr",-0.0227867817408705,0.0417698649632874,-0.0772344375050929,-0.0786676971021281,0.0537013877538916,0.0259588324418314,0.0495501273868074,0.00652350204501348,0.0134617473976328,-0.0243916925085733,0.12052287795012,-0.050353466892248,0.201062684818237,0.105463669781313,-0.0889275829630317,0.0058093677925683,0.0123039496597352
"T1_Time1stEntr",-0.0572834652183188,-0.095031921179762,-0.00662792768479459,0.00951250219614326,0.0255333332189777,-0.0674368568401667,-0.0410113789401023,-0.0449610482215698,0.0161994633444407,0.0894737482559726,-0.0797297145680087,-0.124519805706737,-0.0763642984628336,0.127299675456544,0.0614575291421942,-0.02478007905814,-0.0284145578771219
"T1_Time1stShock",-0.0572834652183188,-0.095031921179762,-0.00662792768479459,0.00951250219614326,0.0255333332189777,-0.0674368568401667,-0.0410113789401023,-0.0449610482215698,0.0161994633444407,0.0894737482559726,-0.0797297145680087,-0.124519805706737,-0.0763642984628336,0.127299675456544,0.0614575291421942,-0.02478007905814,-0.0284145578771219
"T1_Time2ndEntr",-0.0104980048892426,0.0610189501451328,-0.00830801790588374,0.0544148662725033,0.017083198302605,-0.128982310258134,-0.0205930833641425,0.121905450451564,-0.0104252871593412,-0.0304898145596465,0.056466917706661,0.136146709317845,0.132047751006813,0.0458225540970392,-0.0380994052480697,0.09271097581247,-0.0310086460993601
"T1_TimeTarget",-0.00849168037466189,-0.0199832378547839,-0.0181265719386319,0.0684635248101696,-0.152210963910422,0.0398460279737363,-0.10212598708459,0.0295544720591533,0.0307314433149737,0.073521313993402,0.0088174806809888,0.0832108618925914,0.0846578564583609,0.114945621234934,0.0737525907912857,0.020913184737551,0.0109821874098411
"T1_TotalPath.m.",-0.00974467543708668,-0.00360798934709472,-0.092310234581618,0.113305150971865,0.0874624282035265,-0.0597720161664994,0.00783307553922706,0.024579831355095,-0.0575561623578537,-0.113573240852023,0.00824128268895443,-0.0326396812153946,0.0884293034868699,0.0545852046986685,-0.0979155441283613,0.0398970986564438,-0.080072450425065
"T2_AnnularAvg",-0.0412342254346569,-0.0187318636463327,-0.0595516233394065,-0.0474181157982264,0.0857709543449667,0.0559004104157294,-0.114967679737923,0.10096705540703,0.00121349156822369,0.0237794693117907,-0.0659738996455135,-0.0502514838854539,0.144406914065386,-0.0947055248199616,-0.00939127839095978,0.0349122070908792,-0.236085845619097
"T2_AnnularKurtosis",-0.0148398173799254,-0.0485468571632378,-0.00994779151297465,-0.0431324740898033,0.0212852870738098,0.00401911393657438,-0.149215981997829,-0.0125905654902029,-0.082353816747999,-0.118227052561797,0.016860551403182,-0.0549903057334698,0.113293789782694,-0.160625519763299,0.131335489227322,-0.0802941358231178,0.0175782611805958
"T2_AnnularMaxBin",-0.0323165344169962,-0.0268976490643753,-0.0833182201491526,-0.0595503942752502,0.0693162521873579,0.0380150973027493,-0.0494846146969234,0.0623270871311956,0.0432680733006173,0.110898591140897,-0.116174954491004,0.0186856912275324,0.14221739663326,-0.0411746645151967,0.093262706170437,0.0831527240869298,-0.205308833990777
"T2_AnnularMaxVal",-0.0377151558540843,0.0234973711531154,0.0471023061183947,0.0183470802889252,0.158359653776187,0.0217388346537191,-0.116316829574604,0.0230315930271641,-0.0770959528966317,-0.0576077005435847,-0.00362321561732225,-0.067019313677876,0.0352731422243414,-0.0497883324455237,-0.0530990326259288,-0.0293007070371933,-0.0568855362928436
"T2_AnnularMinBin",0.0265429265341764,0.00782432880731754,0.0675862123036457,-0.0724892318892562,-0.0420844742170875,0.0864535527176629,-0.0612949757571593,-0.11231436761545,0.100588625591883,-0.153154926262675,0.0161768968872294,-0.0385767222363139,0.0110815997339459,-0.0119447895010071,0.0442177664312037,0.079514888729777,-0.023358956252203
"T2_AnnularMinVal",-0.00371953228292637,-0.0669249861351279,0.015867508547995,-0.0294525119717818,-0.103430044912419,-0.160647118143074,-0.0461510441781125,0.0106082455265983,0.0438618864530838,0.0328230450112107,-0.0195176863669279,-0.000852791563764563,-0.0906962239461328,-0.031291623310404,0.023037498339656,-0.120684549332897,-0.0131458411143273
"T2_AnnularSd",0.0607743767089232,-0.0360413069961789,0.0726519555547985,-0.00549657536861936,-0.109660994679858,-0.0672293782002571,-0.00296143109957597,0.0146689747423116,0.0166389428314896,0.11478365529167,-0.0173647068663873,-0.0084054153055223,-0.147338524952238,-0.0475880356546519,0.0596519433290988,0.0559278252014144,0.033912061602085
"T2_AnnularSkewnes",-0.0130932439211453,-0.0642827783308781,0.0250264348583334,-0.0526720434943398,-0.00192802536150975,-0.00935079545241526,-0.151506165332106,0.0197191796934854,-0.119124349316623,-0.0884785297313532,0.0328682806194241,-0.0506062332129246,0.0282813811274694,-0.153770592088836,0.11792857763263,-0.0553547327805234,0.00724619091893999
"T2_Entr.Dist.1.m.",0.0819204804616562,0.0841631472874998,0.0122273291209311,0.0223441513992798,-0.0567370076383707,-0.0862346321323731,0.063772918935512,-0.0595368445770684,0.00727562907088795,0.0345952761560242,-0.0657391591589078,0.00720023358330228,0.0758776456056263,-0.0443311559436277,0.0338545038472655,-0.011397766435479,0.00356254545930968
"T2_Linearity",0.0547796631662019,0.00750098586098415,-0.0404207257195732,0.0550768133438236,0.0409046987309719,-0.139633607538842,-0.101683457674919,0.0381449859606905,0.0363484776331567,-0.0397139418010315,-0.0751700168522504,0.0927588785153646,-0.0262805128013567,-0.103343916137047,0.0484797088349595,-0.0208825296488339,0.0889685779083973
"T2_Max50.RngHiBin",-0.0376659671115681,-0.0110094326154697,0.0503693044210255,-0.179749360220607,-0.00932080742928242,-0.0106468673418589,0.009900621287599,0.0253012406778698,0.0966006336569042,-0.0428857264049017,0.00269991429350452,0.0506245198349005,-0.0331672505267416,-0.000324519894491229,-0.0372045162480958,0.0165378895674829,-0.00203629543514341
"T2_Max50.RngLoBin",-0.0590511900925647,-0.0441145697137029,0.016040039487084,-0.166055824044224,0.0132947798932984,0.0242870685712507,-0.0266177548212175,0.0185314838476905,0.0594025503114397,-0.0528067516830311,0.0231861254545176,0.0436046055663347,-0.0482236464249586,0.0141239240033515,-0.0760039402745273,-0.0107321765390278,-0.0121731439301954
"T2_MaxPathAvoid",-0.0218820163767947,-0.0405831745849146,0.0274539682943332,0.0481734310557523,-0.0322306020947659,0.0832092029742255,-9.57937006404118e-06,0.140683159352983,0.0663441855272867,0.0220275492176327,-0.0186254202808087,0.107466738476126,-0.098605457579752,-0.22721328161002,0.0537887720653065,-0.0263572777921574,0.0248976513212626
"T2_MaxTimeAvoid",-0.0863171729187363,-0.0743121638451375,0.016893924327031,-0.0738444951785716,0.0294129565647495,0.0374767700663825,-0.0238877839273153,-0.0363125092744199,-0.0853313116326366,-0.0644442270231019,0.0255322402799264,0.0524910458360617,0.0251378784841158,0.115989278359192,0.068596757924829,-0.0194115664894285,-0.0247225406273165
"T2_Min50.RngHiBin",-0.0508994714198909,-0.0475969958686672,0.00843909632632912,-0.173639482018192,0.0113307034670484,0.0131717549047732,-0.0321120890120241,0.0329067665490406,0.0584746675947716,-0.0570140567840159,0.0139198033260632,0.0168984382251873,-0.0350900823707269,0.0455458208419972,-0.0455607667030945,-0.0364698238458202,0.00196240959202234
"T2_Min50.RngLoBin",-0.0294910366440815,-0.0138729351116047,0.043206922451553,-0.185798211253337,-0.0113448790251988,-0.0214234295898162,0.00502948601595156,0.0387576678948866,0.0954424138916025,-0.0464535350485885,-0.00627430831871214,0.02515177833324,-0.0203897486824831,0.0291701818978134,-0.00782155852594125,-0.00757319183341619,0.0212932969562191
"T2_NumEntrances",0.0820839080378482,0.083412637902116,0.00883953003520017,0.0292938117399394,-0.0502738378600042,-0.0849113579313674,0.0672113459339585,-0.058491662954281,0.007377207607965,0.0448552182082813,-0.0729695631120142,0.00840463969001604,0.0694216885617844,-0.042435877696419,0.0313448284478224,-0.0180503795967688,-0.00404998888575198
"T2_NumShock",0.0830479917014506,0.0873506737255551,0.00180222209249672,0.0253404954831054,-0.0525496230291471,-0.0755776881784404,0.0684276251238354,-0.0667330049679709,0.011399001684579,0.0376213145795322,-0.0689711399982782,-0.00910039686318368,0.0628703436027828,-0.0306735210423782,0.0353718341718302,-0.0183308062813106,0.00161872122981478
"T2_Path1stEntr",-0.038501356926176,-0.0302507322481897,-0.00582816406826958,0.0375846212336534,0.0989097186848813,0.0945531103990557,0.135777554612947,0.0647962680697184,0.00432584619443454,0.0898129438390957,-0.0295908423521992,0.0850461894361996,-0.0746583488050596,0.035559095459979,-0.00804475493115333,-0.0970177311351216,0.00742097452153285
"T2_Path1stShock",-0.038501356926176,-0.0302507322481897,-0.00582816406826958,0.0375846212336534,0.0989097186848813,0.0945531103990557,0.135777554612947,0.0647962680697184,0.00432584619443454,0.0898129438390957,-0.0295908423521992,0.0850461894361996,-0.0746583488050596,0.035559095459979,-0.00804475493115333,-0.0970177311351216,0.00742097452153285
"T2_Path2ndEntr",-0.0610386980887194,-0.0478819747820065,0.00380383481189428,0.0811511291055592,0.0804034147660512,0.117007940560066,0.0294387719662061,0.0430515185480477,0.0428598734608397,0.105991197018068,-0.0528372059981759,0.0459898914446751,7.99890334234911e-05,-0.0693804206361475,0.0391562210294703,0.0392528826590978,0.00271045390268699
