"ID","Genotype","APA","Year","TrainSessionCombo","NumEntrances","NumShock","TimeTarget","Time1stEntr","Time1stShock","entranceshockequal","firstentranceshockequal"
"15146B","WT","yoked_conflict","2015","T4_C1",15,59,113.202,15.1,15.1,"not equal","equal"
"15142D","WT","yoked_trained","2015","T3",15,61,115.302,34.17,34.17,"not equal","equal"
"15147B","WT","yoked_conflict","2015","T3",15,61,119.369,18,18,"not equal","equal"
"15146D","WT","yoked_trained","2015","T6_C3",15,61,120.901,23.77,23.77,"not equal","equal"
"16-121B","FMR1-KO","trained_trained","2016","T2",15,62,125.264,2.87,2.87,"not equal","equal"
"15146B","WT","yoked_conflict","2015","T2",15,62,131.034,22,22,"not equal","equal"
"15145D","WT","yoked_trained","2015","Retention",15,63,127.67,19.43,19.43,"not equal","equal"
"16-116A","FMR1-KO","trained_trained","2016","T1",16,16,17.298,8.43,8.43,"equal","equal"
"16-116C","FMR1-KO","trained_conflict","2016","T4_C1",16,17,18.464,0.53,0.53,"not equal","equal"
"15148D","WT","yoked_conflict","2015","T1",16,34,55.166,11.07,11.07,"not equal","equal"
"15141D","WT","yoked_trained","2015","T5_C2",16,36,69.502,28.77,28.77,"not equal","equal"
"15147D","WT","yoked_trained","2015","T2",16,39,78.605,22.9,22.9,"not equal","equal"
"16-357D","WT","yoked_conflict","2016","Hab",16,40,78.162,0.53,0.53,"not equal","equal"
"16-118A","FMR1-KO","trained_trained","2016","Retention",16,41,78.937,29.47,29.47,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","T+_C+",16,45,78.634,22.23,22.23,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","T6_C3",16,46,83.767,0.53,0.53,"not equal","equal"
"15141D","WT","yoked_trained","2015",NA,16,47,109.634,4.8,4.8,"not equal","equal"
"16-121A","FMR1-KO","yoked_trained","2016","T4_C1",16,48,88.464,0.53,0.53,"not equal","equal"
"15142D","WT","yoked_trained","2015","T2",16,48,98.433,9.6,9.6,"not equal","equal"
"15145B","WT","yoked_conflict","2015","T2",16,48,105.634,77.8,77.8,"not equal","equal"
"15143B","WT","yoked_conflict","2015","T3",16,50,99.7,19.23,19.23,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","T5_C2",16,51,103.301,2.63,2.63,"not equal","equal"
"16-121A","FMR1-KO","yoked_trained","2016","T6_C3",16,51,105.172,69.27,69.27,"not equal","equal"
"15143B","WT","yoked_conflict","2015","T5_C2",16,52,99.234,10.4,10.4,"not equal","equal"
"15145D","WT","yoked_trained","2015","Retest",16,52,99.998,0.53,0.53,"not equal","equal"
"15145B","WT","yoked_conflict","2015","Retest",16,52,115.799,13.53,13.53,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","T2",16,53,97.4,9.53,9.53,"not equal","equal"
"16-123D","WT","yoked_conflict","2016","T+_C+",16,56,107.268,36.27,36.27,"not equal","equal"
"15148D","WT","yoked_conflict","2015","T6_C3",16,57,111.132,143.13,143.13,"not equal","equal"
"15143D","WT","yoked_trained","2015","Retest",16,60,120.099,23.07,23.07,"not equal","equal"
"15143B","WT","yoked_conflict","2015","Retest",16,60,126.597,25.1,25.1,"not equal","equal"
"15145B","WT","yoked_conflict","2015","T5_C2",16,64,128.033,13.43,13.43,"not equal","equal"
"15141A","WT","trained_conflict","2015","T3",17,17,18.067,17.03,17.03,"equal","equal"
"15148A","WT","trained_conflict","2015","T4_C1",17,24,28.402,6.43,6.43,"not equal","equal"
"15148D","WT","yoked_conflict","2015","T4_C1",17,38,71.634,3.2,3.2,"not equal","equal"
"16-126B","WT","yoked_trained","2016","T3",17,38,72.367,86.57,86.57,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","Retest",17,44,81.401,0.53,0.53,"not equal","equal"
"15146D","WT","yoked_trained","2015","T1",17,44,89.267,5.53,5.53,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","Retest",17,45,91.267,6.3,6.3,"not equal","equal"
"16-123D","WT","yoked_conflict","2016","T6_C3",17,47,86.035,23.63,23.63,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","T4_C1",17,47,87.535,13.7,13.7,"not equal","equal"
"15147B","WT","yoked_conflict","2015","T1",17,47,96.338,2.4,2.4,"not equal","equal"
"16-123D","WT","yoked_conflict","2016","T3",17,50,95.799,30.97,30.97,"not equal","equal"
"15147D","WT","yoked_trained","2015","Retest",17,52,102.338,0.53,0.53,"not equal","equal"
"16-122A","WT","trained_trained","2016","Retention",17,54,100.634,72.83,72.83,"not equal","equal"
"15147D","WT","yoked_trained","2015","T1",17,55,116.764,0.53,0.53,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","T5_C2",17,56,109.6,19.67,19.67,"not equal","equal"
"15147B","WT","yoked_conflict","2015","T2",17,56,114.067,74.9,74.9,"not equal","equal"
"15142B","WT","yoked_conflict","2015","T1",17,59,115.865,2.87,2.87,"not equal","equal"
"16-122B","WT","yoked_trained","2016","T5_C2",17,61,119.164,10.73,10.73,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T1",17,62,119.764,8.6,8.6,"not equal","equal"
"15148D","WT","yoked_conflict","2015","T2",17,64,123.634,74.77,74.77,"not equal","equal"
"15144D","WT","yoked_trained","2015","T4_C1",17,64,125.6,26.83,26.83,"not equal","equal"
"15144B","WT","yoked_conflict","2015","T3",17,66,131.365,1.17,1.17,"not equal","equal"
"15148B","WT","yoked_conflict","2015","T5_C2",17,68,129.666,6.77,6.77,"not equal","equal"
"15147B","WT","yoked_conflict","2015","Retest",17,70,158.432,19.9,19.9,"not equal","equal"
"16-124C","WT","trained_conflict","2016","T5_C2",18,21,24.934,0.53,0.53,"not equal","equal"
"16-119C","FMR1-KO","trained_conflict","2016","T4_C1",18,22,25.701,6.3,6.3,"not equal","equal"
"16-120C","FMR1-KO","trained_conflict","2016","T5_C2",18,23,36.195,0.53,0.53,"not equal","equal"
"16-124B","WT","trained_trained","2016","Retention",18,35,61.406,126.2,126.2,"not equal","equal"
"15145B","WT","yoked_conflict","2015","T4_C1",18,40,73.268,14.57,14.57,"not equal","equal"
"16-119B","FMR1-KO","yoked_trained","2016","T1",18,42,74.032,0.53,0.53,"not equal","equal"
"16-126B","WT","yoked_trained","2016","Retention",18,45,86.768,16.43,16.43,"not equal","equal"
"16-119B","FMR1-KO","yoked_trained","2016","Retention",18,45,89.866,4.63,4.63,"not equal","equal"
"15148B","WT","yoked_conflict","2015","Retest",18,49,105.865,15,15,"not equal","equal"
"16-125B","WT","yoked_trained","2016","Retention",18,51,94.265,7.9,7.9,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","Retention",18,56,104.637,0.53,0.53,"not equal","equal"
"16-119B","FMR1-KO","yoked_trained","2016","T2",18,56,107.168,8.03,8.03,"not equal","equal"
"15148D","WT","yoked_conflict","2015","T3",18,63,120.003,18.37,18.37,"not equal","equal"
"15145D","WT","yoked_trained","2015","T2",18,63,144.063,100.9,100.9,"not equal","equal"
"16-120D","FMR1-KO","yoked_conflict","2016","T6_C3",18,69,128.767,0.53,0.53,"not equal","equal"
"16-120D","FMR1-KO","yoked_conflict","2016","Retention",18,69,130.934,20.3,20.3,"not equal","equal"
"16-118D","FMR1-KO","yoked_conflict","2016","T6_C3",18,69,135.534,0.5,0.5,"not equal","equal"
"15144B","WT","yoked_conflict","2015","T5_C2",18,70,138.605,13.6,13.6,"not equal","equal"
"16-123B","WT","yoked_trained","2016","Retest",18,74,148.398,54.47,54.47,"not equal","equal"
"15141C","WT","trained_trained","2015","T2",19,19,18.398,33.1,33.1,"equal","equal"
"16-126A","WT","trained_trained","2016","T5_C2",19,21,25.229,14.63,14.63,"not equal","equal"
"16-118A","FMR1-KO","trained_trained","2016","Retest",19,23,26.67,20.63,20.63,"not equal","equal"
"16-125C","WT","trained_conflict","2016","Retest",19,24,31.467,46.17,46.17,"not equal","equal"
"16-117D","FMR1-KO","trained_conflict","2016","T2",19,26,35.303,23.97,23.97,"not equal","equal"
"16-126B","WT","yoked_trained","2016","T4_C1",19,45,87.235,64.6,64.6,"not equal","equal"
"15141D","WT","yoked_trained","2015","T2",19,48,109.302,16.23,16.23,"not equal","equal"
"15142D","WT","yoked_trained","2015","Hab",19,52,105.467,24.33,24.33,"not equal","equal"
"15141D","WT","yoked_trained","2015","Retention",19,52,133.5,19.13,19.13,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T2",19,58,110.33,1.17,1.17,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","T4_C1",19,58,112.335,16.83,16.83,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","T2",19,60,108.037,31.97,31.97,"not equal","equal"
"15144D","WT","yoked_trained","2015","Retest",19,60,123.568,24.57,24.57,"not equal","equal"
"15146B","WT","yoked_conflict","2015","T1",19,64,124.134,34.33,34.33,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","T1",19,71,144.095,14.77,14.77,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T4_C1",19,74,149.97,4,4,"not equal","equal"
"16-123C","WT","trained_conflict","2016","T6_C3",20,23,25.233,74.33,74.33,"not equal","equal"
"16-125D","WT","trained_conflict","2016","T4_C1",20,23,29.2,0.53,0.53,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","Retention",20,46,84.732,0.53,0.53,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","T3",20,47,86.2,13.53,13.53,"not equal","equal"
"15140D","WT","yoked_trained","2015","T+_C+",20,48,106.401,0.67,0.67,"not equal","equal"
"15144B","WT","yoked_conflict","2015","Retention",20,52,107.065,67.2,67.2,"not equal","equal"
"16-118D","FMR1-KO","yoked_conflict","2016","T3",20,54,102.602,148.87,148.87,"not equal","equal"
"15141D","WT","yoked_trained","2015","T1",20,54,106.666,1.07,1.07,"not equal","equal"
"16-121B","FMR1-KO","trained_trained","2016","Hab",20,54,109.735,15.5,15.5,"not equal","equal"
"15145B","WT","yoked_conflict","2015","T3",20,61,118.933,11.47,11.47,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","T3",20,63,119.471,19.8,19.8,"not equal","equal"
"15143D","WT","yoked_trained","2015","Retention",20,67,131.1,23.13,23.13,"not equal","equal"
"15144B","WT","yoked_conflict","2015","T6_C3",20,69,130.833,16.03,16.03,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T3",20,70,127.898,24.8,24.8,"not equal","equal"
"16-122B","WT","yoked_trained","2016","Retention",20,74,147.395,37.17,37.17,"not equal","equal"
"16-120B","FMR1-KO","trained_trained","2016","Retention",20,74,158.632,25.93,25.93,"not equal","equal"
"15144D","WT","yoked_trained","2015","T2",20,80,156.436,31.83,31.83,"not equal","equal"
"16-118D","FMR1-KO","yoked_conflict","2016","T4_C1",20,88,170.231,0.53,0.53,"not equal","equal"
"15141B","WT","yoked_conflict","2015","T1",21,40,115.171,90.93,90.93,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","Hab",21,41,81.099,31.67,31.67,"not equal","equal"
"16-357D","WT","yoked_conflict","2016","Retention",21,49,88.566,13.47,13.47,"not equal","equal"
"16-123B","WT","yoked_trained","2016","T+_C+",21,56,115.935,4.67,4.67,"not equal","equal"
"16-121A","FMR1-KO","yoked_trained","2016","Retest",21,59,114.533,0.53,0.53,"not equal","equal"
"16-123B","WT","yoked_trained","2016","T6_C3",21,65,133.835,25.9,25.9,"not equal","equal"
"16-120D","FMR1-KO","yoked_conflict","2016","T5_C2",21,67,128.001,0.53,0.53,"not equal","equal"
"15143D","WT","yoked_trained","2015","T3",21,68,146.434,0.53,0.53,"not equal","equal"
"16-123B","WT","yoked_trained","2016","T5_C2",21,71,147.702,3.33,3.33,"not equal","equal"
"16-123C","WT","trained_conflict","2016","Hab",22,42,85.234,27.73,2.2,"not equal","not equal"
"16-126B","WT","yoked_trained","2016","Retention",22,43,81.434,1,1,"not equal","equal"
"16-125C","WT","trained_conflict","2016","Hab",22,49,87.366,39.47,39.47,"not equal","equal"
"15142D","WT","yoked_trained","2015","Retention",22,51,96.399,7.93,7.93,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","Retest",22,51,103.931,45.23,45.23,"not equal","equal"
"16-117B","FMR1-KO","yoked_trained","2016","Retention",22,52,104.463,19.43,19.43,"not equal","equal"
"15146D","WT","yoked_trained","2015","Retest",22,54,102.131,0.53,0.53,"not equal","equal"
"15144B","WT","yoked_conflict","2015","Retest",22,57,106.532,49.07,49.07,"not equal","equal"
"15144D","WT","yoked_trained","2015","Retention",22,57,111.768,0.53,0.53,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","T+_C+",22,58,118.368,10.5,10.5,"not equal","equal"
"16-123B","WT","yoked_trained","2016","T+_C+",22,61,122.535,23.67,4.5,"not equal","not equal"
"15144B","WT","yoked_conflict","2015","T1",22,62,117.771,20.13,20.13,"not equal","equal"
"16-121A","FMR1-KO","yoked_trained","2016","Retention",22,65,133.801,12.77,12.77,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","T1",22,68,129.501,7.27,7.27,"not equal","equal"
"15148B","WT","yoked_conflict","2015","T1",22,77,150.899,0.53,0.53,"not equal","equal"
"16-122B","WT","yoked_trained","2016","T3",22,87,168.597,39.2,39.2,"not equal","equal"
"15145D","WT","yoked_trained","2015","T5_C2",22,93,188.667,16.07,16.07,"not equal","equal"
"15148C","WT","trained_conflict","2015","T6_C3",23,23,15.599,21.8,21.8,"equal","equal"
"15144A","WT","trained_conflict","2015","T4_C1",23,26,27.469,7.73,7.73,"not equal","equal"
"16-122D","WT","yoked_conflict","2016","Retention",23,43,81.301,26.53,26.53,"not equal","equal"
"15141C","WT","trained_trained","2015","Hab",23,44,83.731,14.3,14.3,"not equal","equal"
"15145B","WT","yoked_conflict","2015","T1",23,55,102.293,6.43,6.43,"not equal","equal"
"16-118D","FMR1-KO","yoked_conflict","2016","Retention",23,57,111.666,11.43,2.1,"not equal","not equal"
"15148B","WT","yoked_conflict","2015","T2",23,61,118.57,50.57,50.57,"not equal","equal"
"16-120D","FMR1-KO","yoked_conflict","2016","T4_C1",23,63,113.865,2.97,2.97,"not equal","equal"
"15140B","WT","yoked_conflict","2015","T3",23,71,127.233,22.93,22.93,"not equal","equal"
"15143B","WT","yoked_conflict","2015","Retention",23,77,153.8,94.93,94.93,"not equal","equal"
"15140B","WT","yoked_conflict","2015","T4_C1",23,87,164.066,21.83,21.83,"not equal","equal"
"15146A","WT","trained_conflict","2015","T4_C1",24,26,24.033,0.53,0.53,"not equal","equal"
"16-125B","WT","yoked_trained","2016","Hab",24,41,80.033,0.5,0.5,"not equal","equal"
"16-119D","FMR1-KO","trained_conflict","2016","Hab",24,48,90.099,12.3,12.3,"not equal","equal"
"16-125D","WT","trained_conflict","2016","Hab",24,48,92.371,1.73,1.73,"not equal","equal"
"15142D","WT","yoked_trained","2015","T+_C+",24,50,95.131,0.53,0.53,"not equal","equal"
"15140B","WT","yoked_conflict","2015","Retest",24,71,133.164,0.53,0.53,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T5_C2",24,75,147.568,16.7,16.7,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","Retention",24,84,161.47,13.13,13.13,"not equal","equal"
"15143B","WT","yoked_conflict","2015","T6_C3",24,112,220.395,35.93,35.93,"not equal","equal"
"15148C","WT","trained_conflict","2015","T+_C+",25,27,23.769,19.47,19.47,"not equal","equal"
"15141B","WT","yoked_conflict","2015","Hab",25,38,78.835,16.63,16.63,"not equal","equal"
"16-357A","WT","yoked_trained","2016","Hab",25,47,88.733,0.57,0.57,"not equal","equal"
"16-119B","FMR1-KO","yoked_trained","2016","Hab",25,48,87.033,12.33,12.33,"not equal","equal"
"15147C","WT","trained_trained","2015","Hab",25,49,88.002,6.87,6.87,"not equal","equal"
"15148C","WT","trained_conflict","2015","Hab",25,50,97.966,2.73,2.73,"not equal","equal"
"15146D","WT","yoked_trained","2015","Hab",25,51,98.338,1.83,1.83,"not equal","equal"
"16-124D","WT","yoked_conflict","2016","Hab",25,53,108.835,20.27,20.27,"not equal","equal"
"15140D","WT","yoked_trained","2015","T1",25,58,97.999,21.8,21.8,"not equal","equal"
"16-118B","FMR1-KO","trained_trained","2016","Hab",25,60,110.769,7.6,7.6,"not equal","equal"
"15148D","WT","yoked_conflict","2015","Hab",25,61,126.207,12.5,12.5,"not equal","equal"
"15145D","WT","yoked_trained","2015","T3",25,69,151.999,22,22,"not equal","equal"
"15145D","WT","yoked_trained","2015","T4_C1",25,88,180.968,48.1,48.1,"not equal","equal"
"15140B","WT","yoked_conflict","2015","T1",25,96,188.835,10.37,10.37,"not equal","equal"
"15143D","WT","yoked_trained","2015","T1",26,49,92.534,2.13,2.13,"not equal","equal"
"15145D","WT","yoked_trained","2015","T6_C3",26,58,117.532,19.53,19.53,"not equal","equal"
"16-123A","WT","trained_trained","2016","Hab",26,60,110.066,13.03,13.03,"not equal","equal"
"15145D","WT","yoked_trained","2015","T1",26,60,118.369,40,40,"not equal","equal"
"16-123D","WT","yoked_conflict","2016","Retest",26,72,140.332,12.8,12.8,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","T6_C3",26,95,183.437,6.57,6.57,"not equal","equal"
"15143B","WT","yoked_conflict","2015","T1",26,107,212.139,0.53,0.53,"not equal","equal"
"15145A","WT","trained_conflict","2015","T4_C1",27,29,30.201,0.53,0.53,"not equal","equal"
"16-120C","FMR1-KO","trained_conflict","2016","T4_C1",27,40,56.03,1,1,"not equal","equal"
"16-121A","FMR1-KO","yoked_trained","2016","Hab",27,40,67.602,6.83,6.83,"not equal","equal"
"16-121C","FMR1-KO","trained_conflict","2016","Hab",27,52,87.933,14.47,14.47,"not equal","equal"
"16-124B","WT","trained_trained","2016","Hab",27,56,99.138,1.03,1.03,"not equal","equal"
"16-121D","FMR1-KO","trained_conflict","2016","Hab",27,61,115.47,6.23,6.23,"not equal","equal"
"16-116A","FMR1-KO","trained_trained","2016","Hab",27,62,109.562,6,6,"not equal","equal"
"16-122B","WT","yoked_trained","2016","Retention",27,65,123.666,13.77,13.77,"not equal","equal"
"15148C","WT","trained_conflict","2015","T5_C2",28,28,20.163,15,15,"equal","equal"
"16-124C","WT","trained_conflict","2016","Hab",28,52,92.535,16.47,16.47,"not equal","equal"
"15140A","WT","trained_conflict","2015","Hab",28,52,94.665,24.63,24.63,"not equal","equal"
"16-123D","WT","yoked_conflict","2016","Hab",28,57,106.767,1.63,1.63,"not equal","equal"
"15148A","WT","trained_conflict","2015","Hab",28,61,117.834,0.5,0.5,"not equal","equal"
"15140C","WT","trained_trained","2015","Hab",28,62,114.934,0.53,0.53,"not equal","equal"
"16-116C","FMR1-KO","trained_conflict","2016","Hab",28,65,118.335,1.77,1.77,"not equal","equal"
"16-357B","WT","yoked_trained","2016","Retention",28,71,143.031,17.1,17.1,"not equal","equal"
"16-117C","FMR1-KO","trained_conflict","2016","Retention",28,75,142.264,6.73,6.73,"not equal","equal"
"15144D","WT","yoked_trained","2015","T1",28,97,198.165,2.8,2.8,"not equal","equal"
"16-120A","FMR1-KO","trained_trained","2016","Hab",29,46,76.732,6.87,6.87,"not equal","equal"
"16-118D","FMR1-KO","yoked_conflict","2016","Hab",29,49,87.266,15.53,15.53,"not equal","equal"
"16-120B","FMR1-KO","trained_trained","2016","Hab",29,51,90.802,3.37,3.37,"not equal","equal"
"16-118A","FMR1-KO","trained_trained","2016","Hab",29,52,99.028,19.37,19.37,"not equal","equal"
"15141D","WT","yoked_trained","2015","Hab",29,55,102.096,2.13,2.13,"not equal","equal"
"15143A","WT","trained_conflict","2015","Hab",29,56,105.065,12.43,12.43,"not equal","equal"
"15148B","WT","yoked_conflict","2015","T6_C3",29,113,224.426,8.87,8.87,"not equal","equal"
"15141A","WT","trained_conflict","2015","Hab",30,46,87.6,10.73,10.73,"not equal","equal"
"16-120C","FMR1-KO","trained_conflict","2016","Hab",30,49,83.837,1.1,1.1,"not equal","equal"
"16-117A","FMR1-KO","trained_trained","2016","Hab",30,49,84.1,3.43,3.43,"not equal","equal"
"16-118C","FMR1-KO","trained_conflict","2016","Hab",30,54,104.695,0.53,0.53,"not equal","equal"
"15147B","WT","yoked_conflict","2015","Hab",30,56,104.203,11.2,11.2,"not equal","equal"
"15142B","WT","yoked_conflict","2015","Hab",30,57,109.031,16.17,16.17,"not equal","equal"
"16-122C","WT","trained_conflict","2016","Hab",30,81,155.166,3.77,3.77,"not equal","equal"
"16-122A","WT","trained_trained","2016","Hab",31,48,84.571,2.8,2.8,"not equal","equal"
"16-125A","WT","trained_trained","2016","Hab",31,51,88.169,0.53,0.53,"not equal","equal"
"15143C","WT","trained_trained","2015","Hab",31,52,96.04,0.53,0.53,"not equal","equal"
"15145C","WT","trained_trained","2015","Hab",31,54,113.835,9.27,9.27,"not equal","equal"
"15148C","WT","trained_conflict","2015","T4_C1",32,33,27.201,18.17,18.17,"not equal","equal"
"15147A","WT","trained_conflict","2015","Hab",32,48,81.968,6.1,6.1,"not equal","equal"
"16-357C","WT","trained_trained","2016","Hab",32,49,85.668,0.53,0.53,"not equal","equal"
"16-357B","WT","yoked_trained","2016","Hab",32,51,88.734,7.93,7.93,"not equal","equal"
"16-117B","FMR1-KO","yoked_trained","2016","Hab",32,55,96.165,0.53,0.53,"not equal","equal"
"16-122B","WT","yoked_trained","2016","Hab",32,55,97.596,2.07,2.07,"not equal","equal"
"16-126B","WT","yoked_trained","2016","Hab",32,55,97.871,15.1,15.1,"not equal","equal"
"16-117D","FMR1-KO","trained_conflict","2016","Hab",32,55,100.366,15.1,15.1,"not equal","equal"
"16-124A","WT","trained_trained","2016","Hab",32,68,125.202,10.77,10.77,"not equal","equal"
"15144B","WT","yoked_conflict","2015","Hab",33,63,110.933,11.63,11.63,"not equal","equal"
"15144A","WT","trained_conflict","2015","Hab",33,64,122.296,20.23,20.23,"not equal","equal"
"15146B","WT","yoked_conflict","2015","Hab",33,65,116.636,3.4,3.4,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","Hab",33,67,118.368,3.37,3.37,"not equal","equal"
"16-123B","WT","yoked_trained","2016","Retention",33,105,209.2,12.4,12.4,"not equal","equal"
"15145D","WT","yoked_trained","2015","Hab",34,55,105.238,23.33,23.33,"not equal","equal"
"15145B","WT","yoked_conflict","2015","Hab",34,55,108.667,0.53,0.53,"not equal","equal"
"15142C","WT","trained_trained","2015","Hab",34,57,96.867,0.5,0.5,"not equal","equal"
"16-119C","FMR1-KO","trained_conflict","2016","Hab",34,59,98.468,23.77,23.77,"not equal","equal"
"15147D","WT","yoked_trained","2015","Hab",34,59,109.605,8.33,8.33,"not equal","equal"
"15142A","WT","trained_conflict","2015","Hab",34,60,97.965,17.43,17.43,"not equal","equal"
"15148B","WT","yoked_conflict","2015","Hab",35,51,88.033,14.6,14.6,"not equal","equal"
"15140B","WT","yoked_conflict","2015","Hab",35,55,98.704,20.1,20.1,"not equal","equal"
"15146C","WT","trained_trained","2015","Hab",35,58,101.073,15.8,15.8,"not equal","equal"
"15140D","WT","yoked_trained","2015","Hab",35,61,107.802,8.8,8.8,"not equal","equal"
"15141B","WT","yoked_conflict","2015","T2",35,63,122.533,6.2,6.2,"not equal","equal"
"16-119A","FMR1-KO","trained_trained","2016","Hab",36,52,87.091,4.3,4.3,"not equal","equal"
"15143B","WT","yoked_conflict","2015","Hab",36,75,134.705,8.43,8.43,"not equal","equal"
"16-117C","FMR1-KO","trained_conflict","2016","Hab",37,61,110.761,4.5,4.5,"not equal","equal"
"15146A","WT","trained_conflict","2015","Hab",37,66,112.933,1.97,1.97,"not equal","equal"
"15144D","WT","yoked_trained","2015","Hab",37,71,135.666,0.57,0.57,"not equal","equal"
"15143D","WT","yoked_trained","2015","Hab",38,59,95.336,30.47,30.47,"not equal","equal"
"15145A","WT","trained_conflict","2015","Hab",39,59,116.634,3.1,3.1,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","Hab",39,76,140.867,8.8,8.8,"not equal","equal"
"16-126A","WT","trained_trained","2016","Hab",41,67,114.231,1.37,1.37,"not equal","equal"
"15144C","WT","trained_trained","2015","Hab",42,64,115.464,1.33,1.33,"not equal","equal"
