"yoked","trained.x","ID.x","Genotype.x","APA.x","Year.x","TrainGroup.x","TrainSequence.x","TrainSessionCombo.x","NumShock.x","NumEntrances.x","TimeTarget.x","Time1stEntr.x","Time1stShock.x","entranceshockequal.x","firstentranceshockequal.x","trained.y","ID.y","Genotype.y","APA.y","Year.y","TrainGroup.y","TrainSequence.y","TrainSessionCombo.y","NumShock.y","NumEntrances.y","TimeTarget.y","Time1stEntr.y","Time1stShock.y","entranceshockequal.y","firstentranceshockequal.y"
"15146D_Retention_3","15146C_Retention_3","15146D","WT","yoked_trained","2015","yoked","train-train","Retention",49,12,106.564,37.03,37.03,"not equal","equal","15146C_Retention_3","15146C","WT","trained_trained","2015","trained","train-train","Retention",4,2,11.1,83.33,83.33,"not equal","equal"
"15147D_T3_1","15147C_T3_1","15147D","WT","yoked_trained","2015","yoked","train-train","T3",49,12,109.592,15.3,15.3,"not equal","equal","15147C_T3_1","15147C","WT","trained_trained","2015","trained","train-train","T3",1,1,1.067,445.53,445.53,"equal","equal"
"15148B_Retest_2","15148A_Retest_2","15148B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",49,18,105.865,15,15,"not equal","equal","15148A_Retest_2","15148A","WT","trained_conflict","2015","trained","train-conflict","Retest",0,0,0,599.97,599.97,"equal","equal"
"16-357D_Retention_3","16-125D_Retention_3","16-357D","WT","yoked_conflict","2016","yoked","train-conflict","Retention",49,21,88.566,13.47,13.47,"not equal","equal","16-125D_Retention_3","16-125D","WT","trained_conflict","2016","trained","train-conflict","Retention",21,11,41.701,158.93,120.97,"not equal","not equal"
"16-117B_T6_C3_2","16-117A_T6_C3_2","16-117B","FMR1-KO","yoked_trained","2016","yoked","train-train","T6_C3",49,12,93.1,0.53,0.53,"not equal","equal","16-117A_T6_C3_2","16-117A","FMR1-KO","trained_trained","2016","trained","train-train","T6_C3",1,1,1.333,374.93,374.93,"equal","equal"
"16-118D_Hab_1","16-118C_Hab_1","16-118D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","Hab",49,29,87.266,15.53,15.53,"not equal","equal","16-118C_Hab_1","16-118C","FMR1-KO","trained_conflict","2016","trained","train-conflict","Hab",54,30,104.695,0.53,0.53,"not equal","equal"
"15141D_Retest_2","15141C_Retest_2","15141D","WT","yoked_trained","2015","yoked","train-train","Retest",50,15,106.466,35.43,35.43,"not equal","equal","15141C_Retest_2","15141C","WT","trained_trained","2015","trained","train-train","Retest",7,7,8.133,41.17,41.17,"equal","equal"
"15142D_T+_C+_3","15142C_T+_C+_3","15142D","WT","yoked_trained","2015","yoked","train-train","T+_C+",50,24,95.131,0.53,0.53,"not equal","equal","15142C_T+_C+_3","15142C","WT","trained_trained","2015","trained","train-train","T+_C+",1,1,1.234,317.13,317.13,"equal","equal"
"15143D_T6_C3_2","15143C_T6_C3_2","15143D","WT","yoked_trained","2015","yoked","train-train","T6_C3",50,12,103.236,49.87,49.87,"not equal","equal","15143C_T6_C3_2","15143C","WT","trained_trained","2015","trained","train-train","T6_C3",0,0,0,599.97,599.97,"equal","equal"
"15144D_T3_1","15144C_T3_1","15144D","WT","yoked_trained","2015","yoked","train-train","T3",50,12,103.066,34.37,34.37,"not equal","equal","15144C_T3_1","15144C","WT","trained_trained","2015","trained","train-train","T3",2,2,1.4,28.97,28.97,"equal","equal"
"15147D_T4_C1_2","15147C_T4_C1_2","15147D","WT","yoked_trained","2015","yoked","train-train","T4_C1",50,12,93.932,31.8,31.8,"not equal","equal","15147C_T4_C1_2","15147C","WT","trained_trained","2015","trained","train-train","T4_C1",2,2,1.4,297.17,297.17,"equal","equal"
"15147D_T5_C2_2","15147C_T5_C2_2","15147D","WT","yoked_trained","2015","yoked","train-train","T5_C2",50,11,103.302,11.23,11.23,"not equal","equal","15147C_T5_C2_2","15147C","WT","trained_trained","2015","trained","train-train","T5_C2",1,1,0.866,91.23,91.23,"equal","equal"
"15143B_T3_1","15143A_T3_1","15143B","WT","yoked_conflict","2015","yoked","train-conflict","T3",50,16,99.7,19.23,19.23,"not equal","equal","15143A_T3_1","15143A","WT","trained_conflict","2015","trained","train-conflict","T3",1,1,0.633,585.8,585.8,"equal","equal"
"16-122B_T1_1","16-122A_T1_1","16-122B","WT","yoked_trained","2016","yoked","train-train","T1",50,11,91.334,40.33,40.33,"not equal","equal","16-122A_T1_1","16-122A","WT","trained_trained","2016","trained","train-train","T1",12,11,12.599,33.77,33.77,"not equal","equal"
"16-123D_T3_1","16-123C_T3_1","16-123D","WT","yoked_conflict","2016","yoked","train-conflict","T3",50,17,95.799,30.97,30.97,"not equal","equal","16-123C_T3_1","16-123C","WT","trained_conflict","2016","trained","train-conflict","T3",10,10,11.533,37.47,37.47,"equal","equal"
"15142D_Retention_4","15142C_Retention_4","15142D","WT","yoked_trained","2015","yoked","train-train","Retention",51,22,96.399,7.93,7.93,"not equal","equal","15142C_Retention_4","15142C","WT","trained_trained","2015","trained","train-train","Retention",8,3,18.1,482.43,482.43,"not equal","equal"
"15146D_Hab_1","15146C_Hab_1","15146D","WT","yoked_trained","2015","yoked","train-train","Hab",51,25,98.338,1.83,1.83,"not equal","equal","15146C_Hab_1","15146C","WT","trained_trained","2015","trained","train-train","Hab",58,35,101.073,15.8,15.8,"not equal","equal"
"15147D_T6_C3_2","15147C_T6_C3_2","15147D","WT","yoked_trained","2015","yoked","train-train","T6_C3",51,11,97.565,30.03,30.03,"not equal","equal","15147C_T6_C3_2","15147C","WT","trained_trained","2015","trained","train-train","T6_C3",0,0,0,599.97,599.97,"equal","equal"
"15148B_Hab_1","15148A_Hab_1","15148B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",51,35,88.033,14.6,14.6,"not equal","equal","15148A_Hab_1","15148A","WT","trained_conflict","2015","trained","train-conflict","Hab",61,28,117.834,0.5,0.5,"not equal","equal"
"16-125B_Retention_3","16-125A_Retention_3","16-125B","WT","yoked_trained","2016","yoked","train-train","Retention",51,18,94.265,7.9,7.9,"not equal","equal","16-125A_Retention_3","16-125A","WT","trained_trained","2016","trained","train-train","Retention",14,6,27.632,238.63,238.63,"not equal","equal"
"16-357B_Hab_1","16-124B_Hab_1","16-357B","WT","yoked_trained","2016","yoked","train-train","Hab",51,32,88.734,7.93,7.93,"not equal","equal","16-124B_Hab_1","16-124B","WT","trained_trained","2016","trained","train-train","Hab",56,27,99.138,1.03,1.03,"not equal","equal"
"16-124D_Retest_2","16-124C_Retest_2","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","Retest",51,22,103.931,45.23,45.23,"not equal","equal","16-124C_Retest_2","16-124C","WT","trained_conflict","2016","trained","train-conflict","Retest",2,1,3.1,167.53,167.53,"not equal","equal"
"16-124D_T5_C2_2","16-124C_T5_C2_2","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","T5_C2",51,16,103.301,2.63,2.63,"not equal","equal","16-124C_T5_C2_2","16-124C","WT","trained_conflict","2016","trained","train-conflict","T5_C2",21,18,24.934,0.53,0.53,"not equal","equal"
"16-121A_T6_C3_2","16-121B_T6_C3_2","16-121A","FMR1-KO","yoked_trained","2016","yoked","train-train","T6_C3",51,16,105.172,69.27,69.27,"not equal","equal","16-121B_T6_C3_2","16-121B","FMR1-KO","trained_trained","2016","trained","train-train","T6_C3",1,1,0.634,570.7,570.7,"equal","equal"
"15141D_Retention_3","15141C_Retention_3","15141D","WT","yoked_trained","2015","yoked","train-train","Retention",52,19,133.5,19.13,19.13,"not equal","equal","15141C_Retention_3","15141C","WT","trained_trained","2015","trained","train-train","Retention",21,8,35.798,30.53,30.53,"not equal","equal"
"15142D_Hab_1","15142C_Hab_1","15142D","WT","yoked_trained","2015","yoked","train-train","Hab",52,19,105.467,24.33,24.33,"not equal","equal","15142C_Hab_1","15142C","WT","trained_trained","2015","trained","train-train","Hab",57,34,96.867,0.5,0.5,"not equal","equal"
"15145D_Retest_2","15145C_Retest_2","15145D","WT","yoked_trained","2015","yoked","train-train","Retest",52,16,99.998,0.53,0.53,"not equal","equal","15145C_Retest_2","15145C","WT","trained_trained","2015","trained","train-train","Retest",6,5,7.368,28,28,"not equal","equal"
"15147D_Retest_2","15147C_Retest_2","15147D","WT","yoked_trained","2015","yoked","train-train","Retest",52,17,102.338,0.53,0.53,"not equal","equal","15147C_Retest_2","15147C","WT","trained_trained","2015","trained","train-train","Retest",1,1,0.6,433.5,433.5,"equal","equal"
"15147D_Retention_3","15147C_Retention_3","15147D","WT","yoked_trained","2015","yoked","train-train","Retention",52,12,98.271,45.87,45.87,"not equal","equal","15147C_Retention_3","15147C","WT","trained_trained","2015","trained","train-train","Retention",5,2,11.399,492.5,492.5,"not equal","equal"
"15143B_T5_C2_2","15143A_T5_C2_2","15143B","WT","yoked_conflict","2015","yoked","train-conflict","T5_C2",52,16,99.234,10.4,10.4,"not equal","equal","15143A_T5_C2_2","15143A","WT","trained_conflict","2015","trained","train-conflict","T5_C2",2,2,2.1,278.13,278.13,"equal","equal"
"15144B_Retention_3","15144A_Retention_3","15144B","WT","yoked_conflict","2015","yoked","train-conflict","Retention",52,20,107.065,67.2,67.2,"not equal","equal","15144A_Retention_3","15144A","WT","trained_conflict","2015","trained","train-conflict","Retention",0,0,0.034,599.97,599.97,"equal","equal"
"15145B_Retest_2","15145A_Retest_2","15145B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",52,16,115.799,13.53,13.53,"not equal","equal","15145A_Retest_2","15145A","WT","trained_conflict","2015","trained","train-conflict","Retest",6,6,4.834,50,50,"equal","equal"
"16-117B_Retention_4","16-117A_Retention_4","16-117B","FMR1-KO","yoked_trained","2016","yoked","train-train","Retention",52,22,104.463,19.43,19.43,"not equal","equal","16-117A_Retention_4","16-117A","FMR1-KO","trained_trained","2016","trained","train-train","Retention",13,5,24.934,214.27,214.27,"not equal","equal"
"16-122B_T2_1","16-122A_T2_1","16-122B","WT","yoked_trained","2016","yoked","train-train","T2",53,12,103.533,18.47,18.47,"not equal","equal","16-122A_T2_1","16-122A","WT","trained_trained","2016","trained","train-train","T2",9,7,13.034,19.47,19.47,"not equal","equal"
"16-122D_T2_1","16-122C_T2_1","16-122D","WT","yoked_conflict","2016","yoked","train-conflict","T2",53,16,97.4,9.53,9.53,"not equal","equal","16-122C_T2_1","16-122C","WT","trained_conflict","2016","trained","train-conflict","T2",7,6,9.767,39.63,39.63,"not equal","equal"
"16-124D_Hab_1","16-124C_Hab_1","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","Hab",53,25,108.835,20.27,20.27,"not equal","equal","16-124C_Hab_1","16-124C","WT","trained_conflict","2016","trained","train-conflict","Hab",52,28,92.535,16.47,16.47,"not equal","equal"
"15140D_T5_C2_2","15140C_T5_C2_2","15140D","WT","yoked_trained","2015","yoked","train-train","T5_C2",54,14,109.5,40.27,40.27,"not equal","equal","15140C_T5_C2_2","15140C","WT","trained_trained","2015","trained","train-train","T5_C2",8,7,9.968,71.33,71.33,"not equal","equal"
"15141D_T1_1","15141C_T1_1","15141D","WT","yoked_trained","2015","yoked","train-train","T1",54,20,106.666,1.07,1.07,"not equal","equal","15141C_T1_1","15141C","WT","trained_trained","2015","trained","train-train","T1",8,8,8.001,1.37,1.37,"equal","equal"
"15142D_T6_C3_2","15142C_T6_C3_2","15142D","WT","yoked_trained","2015","yoked","train-train","T6_C3",54,15,112.938,29.93,29.93,"not equal","equal","15142C_T6_C3_2","15142C","WT","trained_trained","2015","trained","train-train","T6_C3",0,0,0,599.97,599.97,"equal","equal"
"15146D_Retest_2","15146C_Retest_2","15146D","WT","yoked_trained","2015","yoked","train-train","Retest",54,22,102.131,0.53,0.53,"not equal","equal","15146C_Retest_2","15146C","WT","trained_trained","2015","trained","train-train","Retest",3,3,1.8,273.37,273.37,"equal","equal"
"16-118D_T3_1","16-118C_T3_1","16-118D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T3",54,20,102.602,148.87,148.87,"not equal","equal","16-118C_T3_1","16-118C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T3",12,11,14.167,39.43,39.43,"not equal","equal"
"15141D_Hab_1","15141C_Hab_1","15141D","WT","yoked_trained","2015","yoked","train-train","Hab",55,29,102.096,2.13,2.13,"not equal","equal","15141C_Hab_1","15141C","WT","trained_trained","2015","trained","train-train","Hab",44,23,83.731,14.3,14.3,"not equal","equal"
"15145D_Hab_1","15145C_Hab_1","15145D","WT","yoked_trained","2015","yoked","train-train","Hab",55,34,105.238,23.33,23.33,"not equal","equal","15145C_Hab_1","15145C","WT","trained_trained","2015","trained","train-train","Hab",54,31,113.835,9.27,9.27,"not equal","equal"
"15147D_T1_1","15147C_T1_1","15147D","WT","yoked_trained","2015","yoked","train-train","T1",55,17,116.764,0.53,0.53,"not equal","equal","15147C_T1_1","15147C","WT","trained_trained","2015","trained","train-train","T1",4,4,3.167,13.13,13.13,"equal","equal"
"15140B_Hab_1","15140A_Hab_1","15140B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",55,35,98.704,20.1,20.1,"not equal","equal","15140A_Hab_1","15140A","WT","trained_conflict","2015","trained","train-conflict","Hab",52,28,94.665,24.63,24.63,"not equal","equal"
"15142B_T6_C3_2","15142A_T6_C3_2","15142B","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",55,15,108.367,3.47,3.47,"not equal","equal","15142A_T6_C3_2","15142A","WT","trained_conflict","2015","trained","train-conflict","T6_C3",3,3,2.867,322.7,322.7,"equal","equal"
"15145B_Hab_1","15145A_Hab_1","15145B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",55,34,108.667,0.53,0.53,"not equal","equal","15145A_Hab_1","15145A","WT","trained_conflict","2015","trained","train-conflict","Hab",59,39,116.634,3.1,3.1,"not equal","equal"
"15145B_T1_1","15145A_T1_1","15145B","WT","yoked_conflict","2015","yoked","train-conflict","T1",55,23,102.293,6.43,6.43,"not equal","equal","15145A_T1_1","15145A","WT","trained_conflict","2015","trained","train-conflict","T1",6,6,4.798,17.5,17.5,"equal","equal"
"16-122B_Hab_1","16-122A_Hab_1","16-122B","WT","yoked_trained","2016","yoked","train-train","Hab",55,32,97.596,2.07,2.07,"not equal","equal","16-122A_Hab_1","16-122A","WT","trained_trained","2016","trained","train-train","Hab",48,31,84.571,2.8,2.8,"not equal","equal"
"16-122B_T4_C1_2","16-122A_T4_C1_2","16-122B","WT","yoked_trained","2016","yoked","train-train","T4_C1",55,14,105.738,44.63,44.63,"not equal","equal","16-122A_T4_C1_2","16-122A","WT","trained_trained","2016","trained","train-train","T4_C1",5,5,5.667,31.47,31.47,"equal","equal"
"16-126B_Hab_1","16-126A_Hab_1","16-126B","WT","yoked_trained","2016","yoked","train-train","Hab",55,32,97.871,15.1,15.1,"not equal","equal","16-126A_Hab_1","16-126A","WT","trained_trained","2016","trained","train-train","Hab",67,41,114.231,1.37,1.37,"not equal","equal"
"16-117B_Hab_1","16-117A_Hab_1","16-117B","FMR1-KO","yoked_trained","2016","yoked","train-train","Hab",55,32,96.165,0.53,0.53,"not equal","equal","16-117A_Hab_1","16-117A","FMR1-KO","trained_trained","2016","trained","train-train","Hab",49,30,84.1,3.43,3.43,"not equal","equal"
"15144D_T5_C2_2","15144C_T5_C2_2","15144D","WT","yoked_trained","2015","yoked","train-train","T5_C2",56,13,113.267,19.33,19.33,"not equal","equal","15144C_T5_C2_2","15144C","WT","trained_trained","2015","trained","train-train","T5_C2",0,0,0,599.97,599.97,"equal","equal"
"15147B_Hab_1","15147A_Hab_1","15147B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",56,30,104.203,11.2,11.2,"not equal","equal","15147A_Hab_1","15147A","WT","trained_conflict","2015","trained","train-conflict","Hab",48,32,81.968,6.1,6.1,"not equal","equal"
"15147B_T2_1","15147A_T2_1","15147B","WT","yoked_conflict","2015","yoked","train-conflict","T2",56,17,114.067,74.9,74.9,"not equal","equal","15147A_T2_1","15147A","WT","trained_conflict","2015","trained","train-conflict","T2",3,3,2.433,26.77,26.77,"equal","equal"
"16-123B_T+_C+_3","16-123A_T+_C+_3","16-123B","WT","yoked_trained","2016","yoked","train-train","T+_C+",56,21,115.935,4.67,4.67,"not equal","equal","16-123A_T+_C+_3","16-123A","WT","trained_trained","2016","trained","train-train","T+_C+",5,5,4.967,5.27,5.27,"equal","equal"
"16-122D_T5_C2_2","16-122C_T5_C2_2","16-122D","WT","yoked_conflict","2016","yoked","train-conflict","T5_C2",56,17,109.6,19.67,19.67,"not equal","equal","16-122C_T5_C2_2","16-122C","WT","trained_conflict","2016","trained","train-conflict","T5_C2",6,4,9.236,177.27,177.27,"not equal","equal"
"16-123D_T+_C+_4","16-123C_T+_C+_4","16-123D","WT","yoked_conflict","2016","yoked","train-conflict","T+_C+",56,16,107.268,36.27,36.27,"not equal","equal","16-123C_T+_C+_4","16-123C","WT","trained_conflict","2016","trained","train-conflict","T+_C+",3,3,2.768,353.3,353.3,"equal","equal"
"16-124D_Retention_3","16-124C_Retention_3","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","Retention",56,18,104.637,0.53,0.53,"not equal","equal","16-124C_Retention_3","16-124C","WT","trained_conflict","2016","trained","train-conflict","Retention",25,8,49.832,234.6,234.6,"not equal","equal"
"16-117B_T+_C+_3","16-117A_T+_C+_3","16-117B","FMR1-KO","yoked_trained","2016","yoked","train-train","T+_C+",56,14,103.235,36.2,36.2,"not equal","equal","16-117A_T+_C+_3","16-117A","FMR1-KO","trained_trained","2016","trained","train-train","T+_C+",1,1,1.133,475.3,475.3,"equal","equal"
"16-119B_T2_1","16-119A_T2_1","16-119B","FMR1-KO","yoked_trained","2016","yoked","train-train","T2",56,18,107.168,8.03,8.03,"not equal","equal","16-119A_T2_1","16-119A","FMR1-KO","trained_trained","2016","trained","train-train","T2",9,9,7.468,41.43,41.43,"equal","equal"
"15144D_Retention_3","15144C_Retention_3","15144D","WT","yoked_trained","2015","yoked","train-train","Retention",57,22,111.768,0.53,0.53,"not equal","equal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15142B_Hab_1","15142A_Hab_1","15142B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",57,30,109.031,16.17,16.17,"not equal","equal","15142A_Hab_1","15142A","WT","trained_conflict","2015","trained","train-conflict","Hab",60,34,97.965,17.43,17.43,"not equal","equal"
"15143B_T2_1","15143A_T2_1","15143B","WT","yoked_conflict","2015","yoked","train-conflict","T2",57,12,117.163,30.93,30.93,"not equal","equal","15143A_T2_1","15143A","WT","trained_conflict","2015","trained","train-conflict","T2",3,3,2.301,27,27,"equal","equal"
"15144B_Retest_2","15144A_Retest_2","15144B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",57,22,106.532,49.07,49.07,"not equal","equal","15144A_Retest_2","15144A","WT","trained_conflict","2015","trained","train-conflict","Retest",1,1,1.3,375.97,375.97,"equal","equal"
"15148D_T6_C3_2","15148C_T6_C3_2","15148D","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",57,16,111.132,143.13,143.13,"not equal","equal","15148C_T6_C3_2","15148C","WT","trained_conflict","2015","trained","train-conflict","T6_C3",23,23,15.599,21.8,21.8,"equal","equal"
"16-123D_Hab_1","16-123C_Hab_1","16-123D","WT","yoked_conflict","2016","yoked","train-conflict","Hab",57,28,106.767,1.63,1.63,"not equal","equal","16-123C_Hab_1","16-123C","WT","trained_conflict","2016","trained","train-conflict","Hab",42,22,85.234,27.73,2.2,"not equal","not equal"
"16-118D_Retention_3","16-118C_Retention_3","16-118D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","Retention",57,23,111.666,11.43,2.1,"not equal","not equal","16-118C_Retention_3","16-118C","FMR1-KO","trained_conflict","2016","trained","train-conflict","Retention",4,3,5.999,131.73,131.73,"not equal","equal"
"15140D_T1_1","15140C_T1_1","15140D","WT","yoked_trained","2015","yoked","train-train","T1",58,25,97.999,21.8,21.8,"not equal","equal","15140C_T1_1","15140C","WT","trained_trained","2015","trained","train-train","T1",6,6,6.333,1.73,1.73,"equal","equal"
"15142D_Retest_2","15142C_Retest_2","15142D","WT","yoked_trained","2015","yoked","train-train","Retest",58,15,115.436,21.23,21.23,"not equal","equal","15142C_Retest_2","15142C","WT","trained_trained","2015","trained","train-train","Retest",1,1,0.701,148.13,148.13,"equal","equal"
"15145D_T6_C3_2","15145C_T6_C3_2","15145D","WT","yoked_trained","2015","yoked","train-train","T6_C3",58,26,117.532,19.53,19.53,"not equal","equal","15145C_T6_C3_2","15145C","WT","trained_trained","2015","trained","train-train","T6_C3",13,13,9.401,31.9,31.9,"equal","equal"
"16-124D_T4_C1_2","16-124C_T4_C1_2","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","T4_C1",58,19,112.335,16.83,16.83,"not equal","equal","16-124C_T4_C1_2","16-124C","WT","trained_conflict","2016","trained","train-conflict","T4_C1",3,3,2.001,74.97,74.97,"equal","equal"
"16-116B_T2_1","16-116A_T2_1","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T2",58,19,110.33,1.17,1.17,"not equal","equal","16-116A_T2_1","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T2",12,9,12.698,0.53,0.53,"not equal","equal"
"16-116D_T+_C+_5","16-116C_T+_C+_5","16-116D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T+_C+",58,22,118.368,10.5,10.5,"not equal","equal","16-116C_T+_C+_5","16-116C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T+_C+",1,1,0.867,378.5,378.5,"equal","equal"
"15143D_Hab_1","15143C_Hab_1","15143D","WT","yoked_trained","2015","yoked","train-train","Hab",59,38,95.336,30.47,30.47,"not equal","equal","15143C_Hab_1","15143C","WT","trained_trained","2015","trained","train-train","Hab",52,31,96.04,0.53,0.53,"not equal","equal"
"15144D_T6_C3_2","15144C_T6_C3_2","15144D","WT","yoked_trained","2015","yoked","train-train","T6_C3",59,13,120.931,0.53,0.53,"not equal","equal","15144C_T6_C3_2","15144C","WT","trained_trained","2015","trained","train-train","T6_C3",1,1,0.667,46.53,46.53,"equal","equal"
"15147D_Hab_1","15147C_Hab_1","15147D","WT","yoked_trained","2015","yoked","train-train","Hab",59,34,109.605,8.33,8.33,"not equal","equal","15147C_Hab_1","15147C","WT","trained_trained","2015","trained","train-train","Hab",49,25,88.002,6.87,6.87,"not equal","equal"
"15142B_T1_1","15142A_T1_1","15142B","WT","yoked_conflict","2015","yoked","train-conflict","T1",59,17,115.865,2.87,2.87,"not equal","equal","15142A_T1_1","15142A","WT","trained_conflict","2015","trained","train-conflict","T1",7,7,4.668,3.83,3.83,"equal","equal"
"15146B_T4_C1_2","15146A_T4_C1_2","15146B","WT","yoked_conflict","2015","yoked","train-conflict","T4_C1",59,15,113.202,15.1,15.1,"not equal","equal","15146A_T4_C1_2","15146A","WT","trained_conflict","2015","trained","train-conflict","T4_C1",26,24,24.033,0.53,0.53,"not equal","equal"
"16-123B_T4_C1_2","16-123A_T4_C1_2","16-123B","WT","yoked_trained","2016","yoked","train-train","T4_C1",59,14,116.536,42.33,42.33,"not equal","equal","16-123A_T4_C1_2","16-123A","WT","trained_trained","2016","trained","train-train","T4_C1",6,6,5.131,126.23,126.23,"equal","equal"
