"yoked","trained.x","ID.x","Genotype.x","APA.x","Year.x","TrainGroup.x","TrainSequence.x","TrainSessionCombo.x","NumShock.x","NumEntrances.x","TimeTarget.x","Time1stEntr.x","Time1stShock.x","entranceshockequal.x","firstentranceshockequal.x","trained.y","ID.y","Genotype.y","APA.y","Year.y","TrainGroup.y","TrainSequence.y","TrainSessionCombo.y","NumShock.y","NumEntrances.y","TimeTarget.y","Time1stEntr.y","Time1stShock.y","entranceshockequal.y","firstentranceshockequal.y"
"16-121A_Retest_2","16-121B_Retest_2","16-121A","FMR1-KO","yoked_trained","2016","yoked","train-train","Retest",59,21,114.533,0.53,0.53,"not equal","equal","16-121B_Retest_2","16-121B","FMR1-KO","trained_trained","2016","trained","train-train","Retest",4,4,2.967,97.77,97.77,"equal","equal"
"15143D_Retest_2","15143C_Retest_2","15143D","WT","yoked_trained","2015","yoked","train-train","Retest",60,16,120.099,23.07,23.07,"not equal","equal","15143C_Retest_2","15143C","WT","trained_trained","2015","trained","train-train","Retest",2,2,1.3,275.53,275.53,"equal","equal"
"15144D_Retest_2","15144C_Retest_2","15144D","WT","yoked_trained","2015","yoked","train-train","Retest",60,19,123.568,24.57,24.57,"not equal","equal","15144C_Retest_2","15144C","WT","trained_trained","2015","trained","train-train","Retest",1,1,0.934,593.9,593.9,"equal","equal"
"15145D_T1_1","15145C_T1_1","15145D","WT","yoked_trained","2015","yoked","train-train","T1",60,26,118.369,40,40,"not equal","equal","15145C_T1_1","15145C","WT","trained_trained","2015","trained","train-train","T1",10,10,9.601,2.9,2.9,"equal","equal"
"15143B_Retest_2","15143A_Retest_2","15143B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",60,16,126.597,25.1,25.1,"not equal","equal","15143A_Retest_2","15143A","WT","trained_conflict","2015","trained","train-conflict","Retest",2,2,1.299,98.2,98.2,"equal","equal"
"16-116D_T2_1","16-116C_T2_1","16-116D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T2",60,19,108.037,31.97,31.97,"not equal","equal","16-116C_T2_1","16-116C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T2",5,5,5.301,43.97,43.97,"equal","equal"
"15140D_Hab_1","15140C_Hab_1","15140D","WT","yoked_trained","2015","yoked","train-train","Hab",61,35,107.802,8.8,8.8,"not equal","equal","15140C_Hab_1","15140C","WT","trained_trained","2015","trained","train-train","Hab",62,28,114.934,0.53,0.53,"not equal","equal"
"15142D_T3_1","15142C_T3_1","15142D","WT","yoked_trained","2015","yoked","train-train","T3",61,15,115.302,34.17,34.17,"not equal","equal","15142C_T3_1","15142C","WT","trained_trained","2015","trained","train-train","T3",1,1,0.767,64.83,64.83,"equal","equal"
"15146D_T6_C3_2","15146C_T6_C3_2","15146D","WT","yoked_trained","2015","yoked","train-train","T6_C3",61,15,120.901,23.77,23.77,"not equal","equal","15146C_T6_C3_2","15146C","WT","trained_trained","2015","trained","train-train","T6_C3",8,8,7.833,62.4,62.4,"equal","equal"
"15145B_T3_1","15145A_T3_1","15145B","WT","yoked_conflict","2015","yoked","train-conflict","T3",61,20,118.933,11.47,11.47,"not equal","equal","15145A_T3_1","15145A","WT","trained_conflict","2015","trained","train-conflict","T3",1,1,0.633,324.37,324.37,"equal","equal"
"15147B_T3_1","15147A_T3_1","15147B","WT","yoked_conflict","2015","yoked","train-conflict","T3",61,15,119.369,18,18,"not equal","equal","15147A_T3_1","15147A","WT","trained_conflict","2015","trained","train-conflict","T3",1,1,0.533,180.6,180.6,"equal","equal"
"15148B_T2_1","15148A_T2_1","15148B","WT","yoked_conflict","2015","yoked","train-conflict","T2",61,23,118.57,50.57,50.57,"not equal","equal","15148A_T2_1","15148A","WT","trained_conflict","2015","trained","train-conflict","T2",1,1,0.999,454.03,454.03,"equal","equal"
"15148D_Hab_1","15148C_Hab_1","15148D","WT","yoked_conflict","2015","yoked","train-conflict","Hab",61,25,126.207,12.5,12.5,"not equal","equal","15148C_Hab_1","15148C","WT","trained_conflict","2015","trained","train-conflict","Hab",50,25,97.966,2.73,2.73,"not equal","equal"
"16-122B_T5_C2_2","16-122A_T5_C2_2","16-122B","WT","yoked_trained","2016","yoked","train-train","T5_C2",61,17,119.164,10.73,10.73,"not equal","equal","16-122A_T5_C2_2","16-122A","WT","trained_trained","2016","trained","train-train","T5_C2",3,3,3.034,37.3,37.3,"equal","equal"
"16-123B_T+_C+_4","16-123A_T+_C+_4","16-123B","WT","yoked_trained","2016","yoked","train-train","T+_C+",61,22,122.535,23.67,4.5,"not equal","not equal","16-123A_T+_C+_4","16-123A","WT","trained_trained","2016","trained","train-train","T+_C+",0,0,0,600,600,"equal","equal"
"15144B_T1_1","15144A_T1_1","15144B","WT","yoked_conflict","2015","yoked","train-conflict","T1",62,22,117.771,20.13,20.13,"not equal","equal","15144A_T1_1","15144A","WT","trained_conflict","2015","trained","train-conflict","T1",12,12,9.498,7.97,7.97,"equal","equal"
"15146B_T2_1","15146A_T2_1","15146B","WT","yoked_conflict","2015","yoked","train-conflict","T2",62,15,131.034,22,22,"not equal","equal","15146A_T2_1","15146A","WT","trained_conflict","2015","trained","train-conflict","T2",2,2,2.369,8.47,8.47,"equal","equal"
"16-116B_T1_1","16-116A_T1_1","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T1",62,17,119.764,8.6,8.6,"not equal","equal","16-116A_T1_1","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T1",16,16,17.298,8.43,8.43,"equal","equal"
"15145D_T2_1","15145C_T2_1","15145D","WT","yoked_trained","2015","yoked","train-train","T2",63,18,144.063,100.9,100.9,"not equal","equal","15145C_T2_1","15145C","WT","trained_trained","2015","trained","train-train","T2",7,6,8,14.83,14.83,"not equal","equal"
"15145D_Retention_3","15145C_Retention_3","15145D","WT","yoked_trained","2015","yoked","train-train","Retention",63,15,127.67,19.43,19.43,"not equal","equal","15145C_Retention_3","15145C","WT","trained_trained","2015","trained","train-train","Retention",28,10,52.701,68.53,68.53,"not equal","equal"
"15141B_T2_1","15141A_T2_1","15141B","WT","yoked_conflict","2015","yoked","train-conflict","T2",63,35,122.533,6.2,6.2,"not equal","equal","15141A_T2_1","15141A","WT","trained_conflict","2015","trained","train-conflict","T2",12,10,13.567,38.83,38.83,"not equal","equal"
"15144B_Hab_1","15144A_Hab_1","15144B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",63,33,110.933,11.63,11.63,"not equal","equal","15144A_Hab_1","15144A","WT","trained_conflict","2015","trained","train-conflict","Hab",64,33,122.296,20.23,20.23,"not equal","equal"
"15146B_T5_C2_2","15146A_T5_C2_2","15146B","WT","yoked_conflict","2015","yoked","train-conflict","T5_C2",63,11,121.667,0.57,0.57,"not equal","equal","15146A_T5_C2_2","15146A","WT","trained_conflict","2015","trained","train-conflict","T5_C2",1,1,0.634,542.4,542.4,"equal","equal"
"15148D_T3_1","15148C_T3_1","15148D","WT","yoked_conflict","2015","yoked","train-conflict","T3",63,18,120.003,18.37,18.37,"not equal","equal","15148C_T3_1","15148C","WT","trained_conflict","2015","trained","train-conflict","T3",15,12,18.833,18.5,18.5,"not equal","equal"
"16-124D_T3_1","16-124C_T3_1","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","T3",63,20,119.471,19.8,19.8,"not equal","equal","16-124C_T3_1","16-124C","WT","trained_conflict","2016","trained","train-conflict","T3",3,3,2.366,19.27,19.27,"equal","equal"
"16-120D_T4_C1_2","16-120C_T4_C1_2","16-120D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T4_C1",63,23,113.865,2.97,2.97,"not equal","equal","16-120C_T4_C1_2","16-120C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T4_C1",40,27,56.03,1,1,"not equal","equal"
"15144D_T4_C1_2","15144C_T4_C1_2","15144D","WT","yoked_trained","2015","yoked","train-train","T4_C1",64,17,125.6,26.83,26.83,"not equal","equal","15144C_T4_C1_2","15144C","WT","trained_trained","2015","trained","train-train","T4_C1",3,2,4.601,249.4,249.4,"not equal","equal"
"15145B_T5_C2_2","15145A_T5_C2_2","15145B","WT","yoked_conflict","2015","yoked","train-conflict","T5_C2",64,16,128.033,13.43,13.43,"not equal","equal","15145A_T5_C2_2","15145A","WT","trained_conflict","2015","trained","train-conflict","T5_C2",4,4,3.534,102.37,102.37,"equal","equal"
"15146B_T1_1","15146A_T1_1","15146B","WT","yoked_conflict","2015","yoked","train-conflict","T1",64,19,124.134,34.33,34.33,"not equal","equal","15146A_T1_1","15146A","WT","trained_conflict","2015","trained","train-conflict","T1",25,15,35.934,9.17,9.17,"not equal","equal"
"15148D_T2_1","15148C_T2_1","15148D","WT","yoked_conflict","2015","yoked","train-conflict","T2",64,17,123.634,74.77,74.77,"not equal","equal","15148C_T2_1","15148C","WT","trained_conflict","2015","trained","train-conflict","T2",3,3,1.968,46.07,46.07,"equal","equal"
"15145B_T6_C3_2","15145A_T6_C3_2","15145B","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",65,14,123.635,30.47,30.47,"not equal","equal","15145A_T6_C3_2","15145A","WT","trained_conflict","2015","trained","train-conflict","T6_C3",4,4,5.834,183.37,183.37,"equal","equal"
"15146B_Hab_1","15146A_Hab_1","15146B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",65,33,116.636,3.4,3.4,"not equal","equal","15146A_Hab_1","15146A","WT","trained_conflict","2015","trained","train-conflict","Hab",66,37,112.933,1.97,1.97,"not equal","equal"
"16-122B_Retention_3","16-122A_Retention_3","16-122B","WT","yoked_trained","2016","yoked","train-train","Retention",65,27,123.666,13.77,13.77,"not equal","equal","16-122A_Retention_3","16-122A","WT","trained_trained","2016","trained","train-train","Retention",18,6,37.101,291.2,291.2,"not equal","equal"
"16-123B_T6_C3_2","16-123A_T6_C3_2","16-123B","WT","yoked_trained","2016","yoked","train-train","T6_C3",65,21,133.835,25.9,25.9,"not equal","equal","16-123A_T6_C3_2","16-123A","WT","trained_trained","2016","trained","train-train","T6_C3",17,12,22.768,50.87,50.87,"not equal","equal"
"16-121A_Retention_3","16-121B_Retention_3","16-121A","FMR1-KO","yoked_trained","2016","yoked","train-train","Retention",65,22,133.801,12.77,12.77,"not equal","equal","16-121B_Retention_3","16-121B","FMR1-KO","trained_trained","2016","trained","train-train","Retention",21,9,42.401,411.97,411.97,"not equal","equal"
"15144B_T3_1","15144A_T3_1","15144B","WT","yoked_conflict","2015","yoked","train-conflict","T3",66,17,131.365,1.17,1.17,"not equal","equal","15144A_T3_1","15144A","WT","trained_conflict","2015","trained","train-conflict","T3",1,1,1.3,400.93,400.93,"equal","equal"
"15143D_Retention_3","15143C_Retention_3","15143D","WT","yoked_trained","2015","yoked","train-train","Retention",67,20,131.1,23.13,23.13,"not equal","equal","15143C_Retention_3","15143C","WT","trained_trained","2015","trained","train-train","Retention",1,1,1.633,516.47,516.47,"equal","equal"
"16-116B_Hab_1","16-116A_Hab_1","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","Hab",67,33,118.368,3.37,3.37,"not equal","equal","16-116A_Hab_1","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","Hab",62,27,109.562,6,6,"not equal","equal"
"16-120D_T5_C2_2","16-120C_T5_C2_2","16-120D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T5_C2",67,21,128.001,0.53,0.53,"not equal","equal","16-120C_T5_C2_2","16-120C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T5_C2",23,18,36.195,0.53,0.53,"not equal","equal"
"15143D_T3_1","15143C_T3_1","15143D","WT","yoked_trained","2015","yoked","train-train","T3",68,21,146.434,0.53,0.53,"not equal","equal","15143C_T3_1","15143C","WT","trained_trained","2015","trained","train-train","T3",1,1,0.733,306.87,306.87,"equal","equal"
"15148B_T5_C2_2","15148A_T5_C2_2","15148B","WT","yoked_conflict","2015","yoked","train-conflict","T5_C2",68,17,129.666,6.77,6.77,"not equal","equal","15148A_T5_C2_2","15148A","WT","trained_conflict","2015","trained","train-conflict","T5_C2",5,5,5.201,6.83,6.83,"equal","equal"
"16-122B_T6_C3_2","16-122A_T6_C3_2","16-122B","WT","yoked_trained","2016","yoked","train-train","T6_C3",68,14,128.698,42.07,42.07,"not equal","equal","16-122A_T6_C3_2","16-122A","WT","trained_trained","2016","trained","train-train","T6_C3",4,3,5.067,188.6,188.6,"not equal","equal"
"16-116D_T1_1","16-116C_T1_1","16-116D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T1",68,22,129.501,7.27,7.27,"not equal","equal","16-116C_T1_1","16-116C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T1",9,9,8.602,15.67,15.67,"equal","equal"
"15145D_T3_1","15145C_T3_1","15145D","WT","yoked_trained","2015","yoked","train-train","T3",69,25,151.999,22,22,"not equal","equal","15145C_T3_1","15145C","WT","trained_trained","2015","trained","train-train","T3",5,5,5.033,18.03,18.03,"equal","equal"
"15144B_T6_C3_2","15144A_T6_C3_2","15144B","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",69,20,130.833,16.03,16.03,"not equal","equal","15144A_T6_C3_2","15144A","WT","trained_conflict","2015","trained","train-conflict","T6_C3",1,1,0.934,388.47,388.47,"equal","equal"
"16-118D_T6_C3_2","16-118C_T6_C3_2","16-118D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T6_C3",69,18,135.534,0.5,0.5,"not equal","equal","16-118C_T6_C3_2","16-118C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T6_C3",0,0,0.066,599.97,599.97,"equal","equal"
"16-120D_T6_C3_2","16-120C_T6_C3_2","16-120D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T6_C3",69,18,128.767,0.53,0.53,"not equal","equal","16-120C_T6_C3_2","16-120C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T6_C3",7,5,12.833,0.53,0.53,"not equal","equal"
"16-120D_Retention_3","16-120C_Retention_3","16-120D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","Retention",69,18,130.934,20.3,20.3,"not equal","equal","16-120C_Retention_3","16-120C","FMR1-KO","trained_conflict","2016","trained","train-conflict","Retention",35,15,76.767,31.97,31.97,"not equal","equal"
"15143D_T4_C1_2","15143C_T4_C1_2","15143D","WT","yoked_trained","2015","yoked","train-train","T4_C1",70,13,140.201,29.27,29.27,"not equal","equal","15143C_T4_C1_2","15143C","WT","trained_trained","2015","trained","train-train","T4_C1",0,0,0,599.97,599.97,"equal","equal"
"15144B_T5_C2_2","15144A_T5_C2_2","15144B","WT","yoked_conflict","2015","yoked","train-conflict","T5_C2",70,18,138.605,13.6,13.6,"not equal","equal","15144A_T5_C2_2","15144A","WT","trained_conflict","2015","trained","train-conflict","T5_C2",3,3,2.567,48.6,48.6,"equal","equal"
"15147B_Retest_2","15147A_Retest_2","15147B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",70,17,158.432,19.9,19.9,"not equal","equal","15147A_Retest_2","15147A","WT","trained_conflict","2015","trained","train-conflict","Retest",5,5,3.667,47.77,47.77,"equal","equal"
"16-116B_T3_1","16-116A_T3_1","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T3",70,20,127.898,24.8,24.8,"not equal","equal","16-116A_T3_1","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T3",3,3,2.601,7.6,7.6,"equal","equal"
"15144D_Hab_1","15144C_Hab_1","15144D","WT","yoked_trained","2015","yoked","train-train","Hab",71,37,135.666,0.57,0.57,"not equal","equal","15144C_Hab_1","15144C","WT","trained_trained","2015","trained","train-train","Hab",64,42,115.464,1.33,1.33,"not equal","equal"
"15140B_T3_1","15140A_T3_1","15140B","WT","yoked_conflict","2015","yoked","train-conflict","T3",71,23,127.233,22.93,22.93,"not equal","equal","15140A_T3_1","15140A","WT","trained_conflict","2015","trained","train-conflict","T3",3,3,2.498,256.53,256.53,"equal","equal"
"15140B_Retest_2","15140A_Retest_2","15140B","WT","yoked_conflict","2015","yoked","train-conflict","Retest",71,24,133.164,0.53,0.53,"not equal","equal","15140A_Retest_2","15140A","WT","trained_conflict","2015","trained","train-conflict","Retest",1,1,1.067,432.07,432.07,"equal","equal"
"16-123B_T5_C2_2","16-123A_T5_C2_2","16-123B","WT","yoked_trained","2016","yoked","train-train","T5_C2",71,21,147.702,3.33,3.33,"not equal","equal","16-123A_T5_C2_2","16-123A","WT","trained_trained","2016","trained","train-train","T5_C2",5,5,5.367,55.13,55.13,"equal","equal"
"16-357B_Retention_3","16-124B_Retention_3","16-357B","WT","yoked_trained","2016","yoked","train-train","Retention",71,28,143.031,17.1,17.1,"not equal","equal","16-124B_Retention_3","16-124B","WT","trained_trained","2016","trained","train-train","Retention",35,18,61.406,126.2,126.2,"not equal","equal"
"16-124D_T1_1","16-124C_T1_1","16-124D","WT","yoked_conflict","2016","yoked","train-conflict","T1",71,19,144.095,14.77,14.77,"not equal","equal","16-124C_T1_1","16-124C","WT","trained_conflict","2016","trained","train-conflict","T1",10,9,10.966,15.67,15.67,"not equal","equal"
"16-123D_Retest_2","16-123C_Retest_2","16-123D","WT","yoked_conflict","2016","yoked","train-conflict","Retest",72,26,140.332,12.8,12.8,"not equal","equal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-122B_Retention_2","16-122A_Retention_2","16-122B","WT","yoked_trained","2016","yoked","train-train","Retention",74,20,147.395,37.17,37.17,"not equal","equal","16-122A_Retention_2","16-122A","WT","trained_trained","2016","trained","train-train","Retention",54,17,100.634,72.83,72.83,"not equal","equal"
"16-123B_Retest_2","16-123A_Retest_2","16-123B","WT","yoked_trained","2016","yoked","train-train","Retest",74,18,148.398,54.47,54.47,"not equal","equal","16-123A_Retest_2","16-123A","WT","trained_trained","2016","trained","train-train","Retest",3,3,3.633,13.33,13.33,"equal","equal"
"16-116B_T4_C1_2","16-116A_T4_C1_2","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T4_C1",74,19,149.97,4,4,"not equal","equal","16-116A_T4_C1_2","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T4_C1",1,1,0.634,74.2,74.2,"equal","equal"
"15143B_Hab_1","15143A_Hab_1","15143B","WT","yoked_conflict","2015","yoked","train-conflict","Hab",75,36,134.705,8.43,8.43,"not equal","equal","15143A_Hab_1","15143A","WT","trained_conflict","2015","trained","train-conflict","Hab",56,29,105.065,12.43,12.43,"not equal","equal"
"16-116B_T5_C2_2","16-116A_T5_C2_2","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T5_C2",75,24,147.568,16.7,16.7,"not equal","equal","16-116A_T5_C2_2","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T5_C2",1,1,0.733,380.93,380.93,"equal","equal"
"16-116D_Hab_1","16-116C_Hab_1","16-116D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","Hab",76,39,140.867,8.8,8.8,"not equal","equal","16-116C_Hab_1","16-116C","FMR1-KO","trained_conflict","2016","trained","train-conflict","Hab",65,28,118.335,1.77,1.77,"not equal","equal"
"15143B_Retention_3","15143A_Retention_3","15143B","WT","yoked_conflict","2015","yoked","train-conflict","Retention",77,23,153.8,94.93,94.93,"not equal","equal","15143A_Retention_3","15143A","WT","trained_conflict","2015","trained","train-conflict","Retention",33,8,61.634,44.2,44.2,"not equal","equal"
"15148B_T1_1","15148A_T1_1","15148B","WT","yoked_conflict","2015","yoked","train-conflict","T1",77,22,150.899,0.53,0.53,"not equal","equal","15148A_T1_1","15148A","WT","trained_conflict","2015","trained","train-conflict","T1",7,7,7.266,8.73,8.73,"equal","equal"
"15144D_T2_1","15144C_T2_1","15144D","WT","yoked_trained","2015","yoked","train-train","T2",80,20,156.436,31.83,31.83,"not equal","equal","15144C_T2_1","15144C","WT","trained_trained","2015","trained","train-train","T2",3,3,2.965,57.33,57.33,"equal","equal"
"16-116B_Retention_3","16-116A_Retention_3","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","Retention",84,24,161.47,13.13,13.13,"not equal","equal","16-116A_Retention_3","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","Retention",22,11,47.432,197.6,197.6,"not equal","equal"
"15140B_T4_C1_2","15140A_T4_C1_2","15140B","WT","yoked_conflict","2015","yoked","train-conflict","T4_C1",87,23,164.066,21.83,21.83,"not equal","equal","15140A_T4_C1_2","15140A","WT","trained_conflict","2015","trained","train-conflict","T4_C1",13,10,17.735,0.87,0.87,"not equal","equal"
"16-122B_T3_1","16-122A_T3_1","16-122B","WT","yoked_trained","2016","yoked","train-train","T3",87,22,168.597,39.2,39.2,"not equal","equal","16-122A_T3_1","16-122A","WT","trained_trained","2016","trained","train-train","T3",9,8,11.168,52.53,52.53,"not equal","equal"
"15145D_T4_C1_2","15145C_T4_C1_2","15145D","WT","yoked_trained","2015","yoked","train-train","T4_C1",88,25,180.968,48.1,48.1,"not equal","equal","15145C_T4_C1_2","15145C","WT","trained_trained","2015","trained","train-train","T4_C1",5,4,4.599,135.2,135.2,"not equal","equal"
"16-118D_T4_C1_2","16-118C_T4_C1_2","16-118D","FMR1-KO","yoked_conflict","2016","yoked","train-conflict","T4_C1",88,20,170.231,0.53,0.53,"not equal","equal","16-118C_T4_C1_2","16-118C","FMR1-KO","trained_conflict","2016","trained","train-conflict","T4_C1",14,13,14.101,9.43,9.43,"not equal","equal"
"15145D_T5_C2_2","15145C_T5_C2_2","15145D","WT","yoked_trained","2015","yoked","train-train","T5_C2",93,22,188.667,16.07,16.07,"not equal","equal","15145C_T5_C2_2","15145C","WT","trained_trained","2015","trained","train-train","T5_C2",9,9,7.2,0.53,0.53,"equal","equal"
"16-116B_T6_C3_2","16-116A_T6_C3_2","16-116B","FMR1-KO","yoked_trained","2016","yoked","train-train","T6_C3",95,26,183.437,6.57,6.57,"not equal","equal","16-116A_T6_C3_2","16-116A","FMR1-KO","trained_trained","2016","trained","train-train","T6_C3",0,0,0,599.97,599.97,"equal","equal"
"15140B_T1_1","15140A_T1_1","15140B","WT","yoked_conflict","2015","yoked","train-conflict","T1",96,25,188.835,10.37,10.37,"not equal","equal","15140A_T1_1","15140A","WT","trained_conflict","2015","trained","train-conflict","T1",7,6,8.433,9.83,9.83,"not equal","equal"
"15144D_T1_1","15144C_T1_1","15144D","WT","yoked_trained","2015","yoked","train-train","T1",97,28,198.165,2.8,2.8,"not equal","equal","15144C_T1_1","15144C","WT","trained_trained","2015","trained","train-train","T1",9,9,8.767,2.8,2.8,"equal","equal"
"16-123B_Retention_5","16-123A_Retention_5","16-123B","WT","yoked_trained","2016","yoked","train-train","Retention",105,33,209.2,12.4,12.4,"not equal","equal","16-123A_Retention_5","16-123A","WT","trained_trained","2016","trained","train-train","Retention",24,14,41.301,21.27,21.27,"not equal","equal"
"15143B_T1_1","15143A_T1_1","15143B","WT","yoked_conflict","2015","yoked","train-conflict","T1",107,26,212.139,0.53,0.53,"not equal","equal","15143A_T1_1","15143A","WT","trained_conflict","2015","trained","train-conflict","T1",10,10,8.202,3.67,3.67,"equal","equal"
"15143B_T6_C3_2","15143A_T6_C3_2","15143B","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",112,24,220.395,35.93,35.93,"not equal","equal","15143A_T6_C3_2","15143A","WT","trained_conflict","2015","trained","train-conflict","T6_C3",1,1,0.9,487.9,487.9,"equal","equal"
"15148B_T6_C3_2","15148A_T6_C3_2","15148B","WT","yoked_conflict","2015","yoked","train-conflict","T6_C3",113,29,224.426,8.87,8.87,"not equal","equal","15148A_T6_C3_2","15148A","WT","trained_conflict","2015","trained","train-conflict","T6_C3",9,9,6,54.43,54.43,"equal","equal"
